Rk,Player,Team,Conf,G,Receiving_Rec,Receiving_Yds,Receiving_Yards_Per_Rec,Receiving_TD,Receiving_Yards_Per_Game,Rushing_Att,Rushing_Yds,Rushing_Yards_Per_Att,Rushing_TD,Rushing_Yards_Per_Game,Scrimmage_Plays,Scrimmage_Yds,Scrimmage_Yards_Per_Play,Scrimmage_TD,Awards
1729,Zach Evans*,Minnesota,Big Ten,6,2,15,7.5,0,2.5,52,230,4.4,1,38.3,54,245,4.5,1,
1730,Andrew Paul*,Georgia,SEC,7,2,14,7,1,2,29,129,4.4,1,18.4,31,143,4.6,2,
1731,Ari Broussard*,Rice,American,13,2,14,7,0,1.1,29,91,3.1,0,7,31,105,3.4,0,
1732,Davion Dozier,Arkansas,SEC,3,1,14,14,1,4.7,0,0,,0,0,1,14,14,1,
1733,D.Q. James*,Wyoming,MWC,4,2,14,7,0,3.5,35,106,3,0,26.5,37,120,3.2,0,
1734,Drew Allar*,Penn State,Big Ten,13,2,14,7,0,1.1,74,206,2.8,4,15.8,76,220,2.9,4,
1735,Durell Robinson,Charlotte,American,4,1,14,14,0,3.5,40,166,4.2,1,41.5,41,180,4.4,1,
1736,Eni Falayi,Massachusetts,Ind,11,1,14,14,0,1.3,0,0,,0,0,1,14,14,0,
1737,Hawkins Polley,Baylor,Big 12,2,2,14,7,1,7,0,0,,0,0,2,14,7,1,
1738,Isaiah Neyor*,Texas,Big 12,1,1,14,14,0,14,0,0,,0,0,1,14,14,0,
1739,Israel Polk,Pitt,ACC,4,1,14,14,0,3.5,0,0,,0,0,1,14,14,0,
1740,Jack Pruett,Washington State,Pac-12,1,2,14,7,0,14,0,0,,0,0,2,14,7,0,
1741,Jake Renda,Pitt,ACC,3,2,14,7,0,4.7,0,0,,0,0,2,14,7,0,
1742,Jake Taylor*,Duke,ACC,6,1,14,14,0,2.3,0,0,,0,0,1,14,14,0,
1743,John Mateer,Washington State,Pac-12,11,2,14,7,0,1.3,21,92,4.4,3,8.4,23,106,4.6,3,
1744,Jordan Anthony*,Texas A&M,SEC,4,3,14,4.7,0,3.5,1,2,2,0,0.5,4,16,4,0,
1745,Kahanu Davis*,Utah State,MWC,4,2,14,7,0,3.5,0,0,,0,0,2,14,7,0,
1746,Leo Pulalasi,Washington State,Pac-12,2,2,14,7,0,7,18,105,5.8,0,52.5,20,119,6,0,
1747,Luke Seib,UTEP,CUSA,5,1,14,14,0,2.8,0,0,,0,0,1,14,14,0,
1748,Marshaun Brown,Nevada,MWC,4,1,14,14,0,3.5,0,0,,0,0,1,14,14,0,
1749,Shawn Munnerlyn*,Toledo,MAC,9,1,14,14,0,1.6,0,0,,0,0,1,14,14,0,
1750,Tanner Mordecai*,Wisconsin,Big Ten,10,2,14,7,0,1.4,90,302,3.4,4,30.2,92,316,3.4,4,
1751,Anthony Grant,Nebraska,Big Ten,11,4,13,3.3,0,1.2,104,413,4,3,37.5,108,426,3.9,3,
1752,Casey Cain*,Texas,Big 12,7,1,13,13,0,1.9,0,0,,0,0,1,13,13,0,
1753,Ethan Davies,Virginia,ACC,9,2,13,6.5,0,1.4,0,0,,0,0,2,13,6.5,0,
1754,Grant Misch,Virginia,ACC,12,3,13,4.3,0,1.1,0,0,,0,0,3,13,4.3,0,
1755,Harrison Saint Germain*,Virginia Tech,ACC,13,2,13,6.5,1,1,0,0,,0,0,2,13,6.5,1,
1756,Jacob Coleman,Middle Tennessee State,CUSA,12,2,13,6.5,0,1.1,0,0,,0,0,2,13,6.5,0,
1757,Jacoby Bellazar,Mississippi State,SEC,2,1,13,13,0,6.5,0,0,,0,0,1,13,13,0,
1758,Jamal Johnson*,Bowling Green,MAC,11,3,13,4.3,0,1.2,15,96,6.4,0,8.7,18,109,6.1,0,
1759,Jordan Yates,Sam Houston,CUSA,10,1,13,13,0,1.3,2,-1,-0.5,0,-0.1,3,12,4,0,
1760,Justyn Reid,Southern Mississippi,Sun Belt,12,1,13,13,0,1.1,0,0,,0,0,1,13,13,0,
1761,Landon Brown,Sam Houston,CUSA,2,3,13,4.3,0,6.5,9,17,1.9,0,8.5,12,30,2.5,0,
1762,Leo Kemp,San Diego State,MWC,11,2,13,6.5,1,1.2,0,0,,0,0,2,13,6.5,1,
1763,Malik Bowen-Sims*,Duke,ACC,7,3,13,4.3,0,1.9,0,0,,0,0,3,13,4.3,0,
1764,Peyton O'Leary*,Michigan,Big Ten,9,2,13,6.5,1,1.4,0,0,,0,0,2,13,6.5,1,
1765,PJ Johnson III*,New Mexico State,CUSA,9,2,13,6.5,0,1.4,1,15,15,0,1.7,3,28,9.3,0,
1766,Raymond Cottrell*,Texas A&M,SEC,3,1,13,13,1,4.3,0,0,,0,0,1,13,13,1,
1767,Ryan Morgan,Arizona State,Pac-12,12,2,13,6.5,0,1.1,0,0,,0,0,2,13,6.5,0,
1768,Simeon Price,Mississippi State,SEC,9,2,13,6.5,0,1.4,5,41,8.2,0,4.6,7,54,7.7,0,
1769,Zach Mundell,Army,Ind,6,2,13,6.5,0,2.2,4,-5,-1.3,0,-0.8,6,8,1.3,0,
1770,Billy Durocher*,Liberty,CUSA,6,2,12,6,0,2,0,0,,0,0,2,12,6,0,
1771,Braylon James*,Notre Dame,Ind,4,1,12,12,0,3,0,0,,0,0,1,12,12,0,
1772,Chez Mellusi*,Wisconsin,Big Ten,4,3,12,4,0,3,51,306,6,4,76.5,54,318,5.9,4,
1773,Deems May*,North Carolina,ACC,4,1,12,12,0,3,0,0,,0,0,1,12,12,0,
1774,Dontae McMillan*,Eastern Michigan,MAC,8,1,12,12,0,1.5,11,32,2.9,1,4,12,44,3.7,1,
1775,D'Wan Mathis,Temple,American,3,2,12,6,0,4,0,0,,0,0,2,12,6,0,
1776,Greg Gaines*,Iowa State,Big 12,5,2,12,6,0,2.4,0,0,,0,0,2,12,6,0,
1777,Heinrich Haarberg,Nebraska,Big Ten,10,2,12,6,0,1.2,120,477,4,5,47.7,122,489,4,5,
1778,Jayden O'Rourke,Nevada,MWC,6,1,12,12,0,2,0,0,,0,0,1,12,12,0,
1779,Jordan Poole*,North Carolina State,ACC,13,1,12,12,1,0.9,0,0,,0,0,1,12,12,1,
1780,Kaden Dudley*,Boise State,MWC,10,4,12,3,0,1.2,8,40,5,0,4,12,52,4.3,0,
1781,Keontez Lewis*,Wisconsin,Big Ten,1,1,12,12,0,12,0,0,,0,0,1,12,12,0,
1782,Kris Williams*,Nevada-Las Vegas,MWC,14,1,12,12,0,0.9,0,0,,0,0,1,12,12,0,
1783,Lawson Albright*,Northwestern,Big Ten,11,2,12,6,0,1.1,0,0,,0,0,2,12,6,0,
1784,Maximilian Mang*,Syracuse,ACC,13,2,12,6,1,0.9,0,0,,0,0,2,12,6,1,
1785,Nick Kallerup*,Minnesota,Big Ten,13,3,12,4,0,0.9,0,0,,0,0,3,12,4,0,
1786,Rykem Laney*,Georgia State,Sun Belt,5,1,12,12,0,2.4,0,0,,0,0,1,12,12,0,
1787,Sam Hicks,Central Michigan,MAC,12,4,12,3,0,1,11,47,4.3,1,3.9,15,59,3.9,1,
1788,Sesi Vailahi*,Oklahoma State,Big 12,3,2,12,6,0,4,6,27,4.5,0,9,8,39,4.9,0,
1789,Todd Justice*,South Alabama,Sun Belt,13,3,12,4,0,0.9,1,19,19,0,1.5,4,31,7.8,0,
1790,Victor Snow,Buffalo,MAC,10,1,12,12,0,1.2,5,30,6,0,3,6,42,7,0,
1791,Willie Gaines,Colorado,Pac-12,5,2,12,6,0,2.4,0,0,,0,0,2,12,6,0,
1792,Aaron Steinfeldt,Indiana,Big Ten,8,1,11,11,0,1.4,0,0,,0,0,1,11,11,0,
1793,Amir Hassan,Navy,American,12,3,11,3.7,0,0.9,12,28,2.3,0,2.3,15,39,2.6,0,
1794,Cataurus Hicks*,Louisville,ACC,2,1,11,11,0,5.5,0,0,,0,0,1,11,11,0,
1795,Charlie Vincent*,Utah,Pac-12,11,2,11,5.5,0,1,9,48,5.3,1,4.4,11,59,5.4,1,
1796,Cole Adams*,Alabama,SEC,2,2,11,5.5,0,5.5,0,0,,0,0,2,11,5.5,0,
1797,Connor Witthoft,New Mexico,MWC,2,1,11,11,0,5.5,0,0,,0,0,1,11,11,0,
1798,Courtney Reese*,Nevada-Las Vegas,MWC,13,4,11,2.8,0,0.8,59,233,3.9,4,17.9,63,244,3.9,4,
1799,Daryon Triche,UTEP,CUSA,2,2,11,5.5,0,5.5,5,21,4.2,0,10.5,7,32,4.6,0,
1800,Elijah Arroyo*,Miami (FL),ACC,6,1,11,11,0,1.8,0,0,,0,0,1,11,11,0,
1801,Jacob Gill*,Northwestern,Big Ten,4,1,11,11,0,2.8,0,0,,0,0,1,11,11,0,
1802,Jambres Dubar*,Boise State,MWC,12,6,11,1.8,0,0.9,62,335,5.4,2,27.9,68,346,5.1,2,
1803,Ja'Shaun Poke*,West Virginia,Big 12,2,2,11,5.5,0,5.5,0,0,,0,0,2,11,5.5,0,
1804,Jesse Ofurie*,Rutgers,Big Ten,6,2,11,5.5,0,1.8,0,0,,0,0,2,11,5.5,0,
1805,JJ Henry*,Ole Miss,SEC,3,1,11,11,0,3.7,0,0,,0,0,1,11,11,0,
1806,Josh Sterzer*,Utah State,MWC,5,2,11,5.5,0,2.2,0,0,,0,0,2,11,5.5,0,
1807,Josiah Zamora*,USC,Pac-12,2,2,11,5.5,0,5.5,0,0,,0,0,2,11,5.5,0,
1808,Khamari Anderson*,Kentucky,SEC,11,1,11,11,0,1,0,0,,0,0,1,11,11,0,
1809,Nate Johnson*,Boston College,ACC,8,1,11,11,0,1.4,5,29,5.8,0,3.6,6,40,6.7,0,
1810,Owen McGowan*,Boston College,ACC,13,2,11,5.5,1,0.8,1,4,4,0,0.3,3,15,5,1,
1811,Robert Briggs*,Utah State,MWC,11,6,11,1.8,0,1,80,420,5.3,2,38.2,86,431,5,2,
1812,Rodrigues Clark,Southern Mississippi,Sun Belt,10,3,11,3.7,0,1.1,76,429,5.6,2,42.9,79,440,5.6,2,
1813,Terry Moore*,Duke,ACC,12,1,11,11,0,0.9,0,0,,0,0,1,11,11,0,
1814,Wayne Knight*,James Madison,Sun Belt,4,1,11,11,0,2.8,4,23,5.8,0,5.8,5,34,6.8,0,
1815,Zach Vigil,New Mexico,MWC,8,2,11,5.5,0,1.4,7,21,3,0,2.6,9,32,3.6,0,
1816,Ashton Hayes,Nevada,MWC,4,5,10,2,0,2.5,30,102,3.4,0,25.5,35,112,3.2,0,
1817,Brandon Thomas*,Memphis,American,11,2,10,5,0,0.9,46,172,3.7,9,15.6,48,182,3.8,9,
1818,Cale Cabbiness*,Oklahoma State,Big 12,7,1,10,10,0,1.4,0,0,,0,0,1,10,10,0,
1819,Cam Thompson*,Northern Illinois,MAC,8,2,10,5,0,1.3,0,0,,0,0,2,10,5,0,
1820,Charlie Browder*,Tennessee,SEC,1,2,10,5,0,10,0,0,,0,0,2,10,5,0,
1821,Colby Powers,Tulsa,American,6,2,10,5,0,1.7,0,0,,0,0,2,10,5,0,
1822,Darwin Barlow*,USC,Pac-12,8,1,10,10,0,1.3,8,81,10.1,1,10.1,9,91,10.1,1,
1823,Dee Williams*,Tennessee,SEC,13,2,10,5,0,0.8,0,0,,0,0,2,10,5,0,
1824,DJ Allen,Texas Christian,Big 12,3,2,10,5,0,3.3,0,0,,0,0,2,10,5,0,
1825,Dorian Lewis,New Mexico,MWC,5,2,10,5,0,2,24,123,5.1,0,24.6,26,133,5.1,0,
1826,Dylan Braithwaite*,Rutgers,Big Ten,1,1,10,10,0,10,0,0,,0,0,1,10,10,0,
1827,Eli Finley,Louisiana Tech,CUSA,10,2,10,5,0,1,0,0,,0,0,2,10,5,0,
1828,Eric Wilson Jr.,Temple,American,6,4,10,2.5,0,1.7,13,58,4.5,0,9.7,17,68,4,0,
1829,Ethan Wright,Cincinnati,Big 12,4,1,10,10,0,2.5,7,19,2.7,0,4.8,8,29,3.6,0,
1830,Gavin Yates,Baylor,Big 12,9,2,10,5,0,1.1,1,0,0,0,0,3,10,3.3,0,
1831,Jack Coulson,Kent State,MAC,11,2,10,5,0,0.9,1,15,15,0,1.4,3,25,8.3,0,
1832,Jalen Jackson,Louisiana-Monroe,Sun Belt,9,1,10,10,0,1.1,0,0,,0,0,1,10,10,0,
1833,Jamai East*,Oregon State,Pac-12,2,1,10,10,0,5,0,0,,0,0,1,10,10,0,
1834,Jameson Geers*,Minnesota,Big Ten,12,2,10,5,1,0.8,0,0,,0,0,2,10,5,1,
1835,Jelani Stafford,Connecticut,Ind,12,1,10,10,0,0.8,15,22,1.5,6,1.8,16,32,2,6,
1836,Jordan Morris,Sam Houston,CUSA,8,1,10,10,0,1.3,0,0,,0,0,1,10,10,0,
1837,Joshua Rawlings,Virginia,ACC,12,2,10,5,1,0.8,0,0,,0,0,2,10,5,1,
1838,Jyaire Shorter*,Auburn,SEC,6,1,10,10,0,1.7,0,0,,0,0,1,10,10,0,
1839,Nate Muersch*,Miami (OH),MAC,9,3,10,3.3,1,1.1,0,0,,0,0,3,10,3.3,1,
1840,Quentin Moore*,Washington,Pac-12,14,2,10,5,1,0.7,0,0,,0,0,2,10,5,1,
1841,Quin Smith*,Air Force,MWC,3,1,10,10,0,3.3,0,0,,0,0,1,10,10,0,
1842,Tyree Kelly*,South Florida,American,7,1,10,10,0,1.4,0,0,,0,0,1,10,10,0,
1843,Victor Venn*,Liberty,CUSA,10,2,10,5,1,1,5,25,5,0,2.5,7,35,5,1,
1844,Xavier Terrell,Florida Atlantic,American,2,2,10,5,0,5,5,45,9,0,22.5,7,55,7.9,0,
1845,Ajay Allen*,Miami (FL),ACC,9,4,9,2.3,0,1,70,361,5.2,5,40.1,74,370,5,5,
1846,Banks Pope*,Clemson,ACC,7,1,9,9,0,1.3,0,0,,0,0,1,9,9,0,
1847,BJ Harris,Central Michigan,MAC,10,1,9,9,0,0.9,19,39,2.1,0,3.9,20,48,2.4,0,
1848,Caleb Hood*,North Carolina,ACC,7,1,9,9,0,1.3,15,43,2.9,1,6.1,16,52,3.3,1,
1849,Damien Taylor*,Troy,Sun Belt,13,4,9,2.3,1,0.7,67,346,5.2,1,26.6,71,355,5,2,
1850,Daniel Hishaw Jr.*,Kansas,Big 12,13,1,9,9,0,0.7,121,626,5.2,8,48.2,122,635,5.2,8,
1851,Gabe Burkle*,Iowa State,Big 12,13,2,9,4.5,0,0.7,0,0,,0,0,2,9,4.5,0,
1852,Isaac Ross,Massachusetts,Ind,10,3,9,3,0,0.9,0,0,,0,0,3,9,3,0,
1853,Jack Lausch*,Northwestern,Big Ten,10,2,9,4.5,0,0.9,19,80,4.2,1,8,21,89,4.2,1,
1854,Jahmyl Jeter*,Texas State,Sun Belt,13,1,9,9,0,0.7,42,176,4.2,9,13.5,43,185,4.3,9,
1855,Jaleel Skinner*,Miami (FL),ACC,2,1,9,9,0,4.5,0,0,,0,0,1,9,9,0,
1856,Jalen Knox*,Ole Miss,SEC,12,1,9,9,0,0.8,1,-3,-3,0,-0.3,2,6,3,0,
1857,J.J. Sparkman*,Texas Tech,Big 12,12,2,9,4.5,0,0.8,0,0,,0,0,2,9,4.5,0,
1858,Lawson Luckie*,Georgia,SEC,7,2,9,4.5,1,1.3,0,0,,0,0,2,9,4.5,1,
1859,Malick Meiga*,Penn State,Big Ten,9,3,9,3,0,1,0,0,,0,0,3,9,3,0,
1860,Marcus Rogers*,Troy,Sun Belt,14,2,9,4.5,0,0.6,0,0,,0,0,2,9,4.5,0,
1861,Micheal Caraway Jr.,Southern Mississippi,Sun Belt,11,1,9,9,0,0.8,0,0,,0,0,1,9,9,0,
1862,Nolan Matthews-Harris*,SMU,American,13,1,9,9,1,0.7,0,0,,0,0,1,9,9,1,
1863,Patrick Gurd*,Ohio State,Big Ten,8,1,9,9,0,1.1,0,0,,0,0,1,9,9,0,
1864,Rahmir Johnson,Nebraska,Big Ten,3,3,9,3,0,3,12,65,5.4,0,21.7,15,74,4.9,0,
1865,Sedrick Irvin,Stanford,Pac-12,8,2,9,4.5,0,1.1,26,113,4.3,1,14.1,28,122,4.4,1,
1866,Xayvion Turner-Bradshaw*,Virginia Tech,ACC,10,1,9,9,0,0.9,4,73,18.3,1,7.3,5,82,16.4,1,
1867,Andrew Schnackenberg,Buffalo,MAC,8,2,8,4,1,1,0,0,,0,0,2,8,4,1,
1868,Avery Morrow,Colorado State,MWC,9,3,8,2.7,0,0.9,81,262,3.2,2,29.1,84,270,3.2,2,
1869,Brandon Crum*,South Alabama,Sun Belt,11,2,8,4,1,0.7,0,0,,0,0,2,8,4,1,
1870,Camden Sirmon*,Washington,Pac-12,6,1,8,8,0,1.3,0,0,,0,0,1,8,8,0,
1871,Cristian Driver*,Penn State,Big Ten,6,1,8,8,0,1.3,0,0,,0,0,1,8,8,0,
1872,Denzil Alleyne*,Western Kentucky,CUSA,7,1,8,8,1,1.1,0,0,,0,0,1,8,8,1,
1873,Dominic Gonnella*,South Florida,American,12,1,8,8,0,0.7,2,4,2,0,0.3,3,12,4,0,
1874,Evan Morris,Michigan State,Big Ten,12,4,8,2,0,0.7,0,0,,0,0,4,8,2,0,
1875,Francis Sherman,Arkansas,SEC,11,1,8,8,0,0.7,0,0,,0,0,1,8,8,0,
1876,Haakon Anderson*,Wisconsin,Big Ten,13,1,8,8,0,0.6,0,0,,0,0,1,8,8,0,
1877,Jacqez Barksdale,Buffalo,MAC,11,6,8,1.3,0,0.7,52,248,4.8,2,22.5,58,256,4.4,2,
1878,Jamari Person,Colorado State,MWC,5,1,8,8,0,1.6,0,0,,0,0,1,8,8,0,
1879,Jeremiah Aaron*,West Virginia,Big 12,4,1,8,8,0,2,0,0,,0,0,1,8,8,0,
1880,Joseph Bearns III,Charlotte,American,12,3,8,2.7,0,0.7,3,9,3,0,0.8,6,17,2.8,0,
1881,Justin Morris,Ball State,MAC,12,1,8,8,0,0.7,0,0,,0,0,1,8,8,0,
1882,Keyshaun Pipkin*,Northern Illinois,MAC,5,1,8,8,0,1.6,0,0,,0,0,1,8,8,0,
1883,Kris Hutson*,Oregon,Pac-12,5,1,8,8,0,1.6,0,0,,0,0,1,8,8,0,
1884,Luke Soto*,Marshall,Sun Belt,11,1,8,8,0,0.7,0,0,,0,0,1,8,8,0,
1885,Marco Lee*,South Alabama,Sun Belt,12,1,8,8,0,0.7,53,220,4.2,2,18.3,54,228,4.2,2,
1886,Marlin Klein*,Michigan,Big Ten,10,1,8,8,0,0.8,0,0,,0,0,1,8,8,0,
1887,Max Reese*,Eastern Michigan,MAC,8,2,8,4,0,1,1,-4,-4,0,-0.5,3,4,1.3,0,
1888,Will Howard*,Kansas State,Big 12,12,1,8,8,1,0.7,81,351,4.3,9,29.3,82,359,4.4,10,
1889,A.J. Toney,Middle Tennessee State,CUSA,2,3,7,2.3,0,3.5,0,0,,0,0,3,7,2.3,0,
1890,Bayne Tryon,Tulsa,American,11,1,7,7,1,0.6,0,0,,0,0,1,7,7,1,
1891,Braden Pegan*,UCLA,Pac-12,9,1,7,7,0,0.8,0,0,,0,0,1,7,7,0,
1892,Braylon Braxton,Tulsa,American,6,1,7,7,0,1.2,40,174,4.4,0,29,41,181,4.4,0,
1893,Brian Snead*,Arkansas State,Sun Belt,4,1,7,7,0,1.8,16,39,2.4,0,9.8,17,46,2.7,0,
1894,Caleb Merritt*,Wyoming,MWC,6,1,7,7,0,1.2,1,-1,-1,0,-0.2,2,6,3,0,
1895,Charlie Spegal,Ball State,MAC,12,1,7,7,0,0.6,15,71,4.7,1,5.9,16,78,4.9,1,
1896,Cole Speer*,Georgia,SEC,8,1,7,7,0,0.9,0,0,,0,0,1,7,7,0,
1897,Dakota Twitty,Virginia,ACC,7,1,7,7,0,1,0,0,,0,0,1,7,7,0,
1898,Dayton Sneed*,Tennessee,SEC,4,1,7,7,0,1.8,0,0,,0,0,1,7,7,0,
1899,Demarkcus Bowman*,UCF,Big 12,3,2,7,3.5,0,2.3,10,62,6.2,1,20.7,12,69,5.8,1,
1900,Elijah Downing*,Louisville,ACC,2,1,7,7,0,3.5,0,0,,0,0,1,7,7,0,
1901,Elijah Walton*,Georgia Southern,Sun Belt,2,1,7,7,0,3.5,0,0,,0,0,1,7,7,0,
1902,Fresh Walters,Charlotte,American,3,1,7,7,0,2.3,0,0,,0,0,1,7,7,0,
1903,Isaiah Augustave,Arkansas,SEC,11,3,7,2.3,0,0.6,35,202,5.8,1,18.4,38,209,5.5,1,
1904,Isaiah Garcia-Castaneda,Nebraska,Big Ten,1,1,7,7,0,7,0,0,,0,0,1,7,7,0,
1905,Israel Carter*,South Florida,American,3,1,7,7,0,2.3,2,-7,-3.5,0,-2.3,3,0,0,0,
1906,Jamari Ferrell*,Wyoming,MWC,11,2,7,3.5,0,0.6,52,188,3.6,1,17.1,54,195,3.6,1,
1907,Jamarien Wheeler*,Eastern Michigan,MAC,4,1,7,7,0,1.8,0,0,,0,0,1,7,7,0,
1908,Jamarion Carroll*,SMU,American,3,1,7,7,0,2.3,0,0,,0,0,1,7,7,0,
1909,James Jointer*,Liberty,CUSA,9,1,7,7,0,0.8,43,251,5.8,2,27.9,44,258,5.9,2,
1910,Jayshon Platt,Florida Atlantic,American,9,2,7,3.5,0,0.8,0,0,,0,0,2,7,3.5,0,
1911,Jayvontay Conner*,Ole Miss,SEC,3,1,7,7,0,2.3,0,0,,0,0,1,7,7,0,
1912,Jurrion Dickey*,Oregon,Pac-12,5,1,7,7,0,1.4,0,0,,0,0,1,7,7,0,
1913,Justin Williams-Thomas*,California,Pac-12,6,1,7,7,0,1.2,21,91,4.3,0,15.2,22,98,4.5,0,
1914,J'Wan Evans*,Jacksonville State,CUSA,7,2,7,3.5,0,1,21,60,2.9,4,8.6,23,67,2.9,4,
1915,Kurtis Rourke*,Ohio,MAC,11,1,7,7,0,0.6,67,219,3.3,4,19.9,68,226,3.3,4,
1916,Landon Rogers*,Nevada-Las Vegas,MWC,6,1,7,7,0,1.2,0,0,,0,0,1,7,7,0,
1917,Micah Hilts*,SMU,American,6,1,7,7,0,1.2,0,0,,0,0,1,7,7,0,
1918,Montravius Lloyd,Pitt,ACC,1,1,7,7,0,7,5,20,4,0,20,6,27,4.5,0,
1919,Quinten Joyner*,USC,Pac-12,6,1,7,7,0,1.2,18,125,6.9,1,20.8,19,132,6.9,1,
1920,Robert Stafford*,Miami (FL),ACC,1,1,7,7,0,7,0,0,,0,0,1,7,7,0,
1921,Rod Heard II*,Northwestern,Big Ten,13,1,7,7,0,0.5,0,0,,0,0,1,7,7,0,
1922,Solomon Vanhorse*,James Madison,Sun Belt,1,1,7,7,0,7,0,0,,0,0,1,7,7,0,
1923,Velton Gardner*,SMU,American,10,1,7,7,0,0.7,32,137,4.3,1,13.7,33,144,4.4,1,
1924,William Fowles*,Louisville,ACC,1,1,7,7,0,7,0,0,,0,0,1,7,7,0,
1925,Xavier Arline,Navy,American,9,2,7,3.5,0,0.8,77,257,3.3,2,28.6,79,264,3.3,2,
1926,Zay Franks,Southern Mississippi,Sun Belt,12,1,7,7,0,0.6,0,0,,0,0,1,7,7,0,
1927,Zuberi Mobley,Florida Atlantic,American,3,1,7,7,0,2.3,22,62,2.8,0,20.7,23,69,3,0,
1928,Braden Davis*,Syracuse,ACC,3,2,6,3,0,2,6,-10,-1.7,0,-3.3,8,-4,-0.5,0,
1929,Bryan Henry,Houston,Big 12,11,1,6,6,1,0.5,0,0,,0,0,1,6,6,1,
1930,David Wells Jr.*,Oregon State,Pac-12,2,1,6,6,0,3,0,0,,0,0,1,6,6,0,
1931,Deon Fountain*,Coastal Carolina,Sun Belt,8,1,6,6,0,0.8,0,0,,0,0,1,6,6,0,
1932,D'Marcus Adams*,Syracuse,ACC,11,1,6,6,0,0.5,0,0,,0,0,1,6,6,0,
1933,Gus McGee,Charlotte,American,11,1,6,6,0,0.5,0,0,,0,0,1,6,6,0,
1934,Isaac Hodgins*,Oregon State,Pac-12,11,2,6,3,1,0.5,0,0,,0,0,2,6,3,1,
1935,Jacob Godfrey,New Mexico,MWC,4,1,6,6,0,1.5,0,0,,0,0,1,6,6,0,
1936,Jake Schultz*,Oklahoma State,Big 12,14,1,6,6,0,0.4,0,0,,0,0,1,6,6,0,
1937,Joe Milton*,Tennessee,SEC,12,1,6,6,0,0.5,78,299,3.8,7,24.9,79,305,3.9,7,
1938,Kadinn Morris,Western Michigan,MAC,12,1,6,6,0,0.5,0,0,,0,0,1,6,6,0,
1939,Keith Willis Jr.,Louisiana Tech,CUSA,7,3,6,2,0,0.9,51,288,5.6,7,41.1,54,294,5.4,7,
1940,Kyrese Rowan*,Utah State,MWC,13,2,6,3,0,0.5,0,0,,0,0,2,6,3,0,
1941,Leon Franklin*,Michigan,Big Ten,14,1,6,6,0,0.4,11,33,3,1,2.4,12,39,3.3,1,
1942,Malik Agbo*,Texas,Big 12,14,1,6,6,0,0.4,0,0,,0,0,1,6,6,0,
1943,Mason Wheeler*,Washington,Pac-12,2,1,6,6,0,3,0,0,,0,0,1,6,6,0,
1944,Michael McCalmont,Cincinnati,Big 12,8,1,6,6,0,0.8,0,0,,0,0,1,6,6,0,
1945,Noah Cain*,LSU,SEC,13,1,6,6,1,0.5,37,181,4.9,3,13.9,38,187,4.9,4,
1946,Thomas Zsiros*,Toledo,MAC,10,2,6,3,0,0.6,0,0,,0,0,2,6,3,0,
1947,A.J. Turner*,Marshall,Sun Belt,3,1,5,5,0,1.7,6,20,3.3,0,6.7,7,25,3.6,0,
1948,Andrew Maleski*,Texas A&M,SEC,4,1,5,5,0,1.3,0,0,,0,0,1,5,5,0,
1949,Anthony Frias II*,Kansas State,Big 12,10,2,5,2.5,0,0.5,13,42,3.2,0,4.2,15,47,3.1,0,
1950,Asher Alberding*,California,Pac-12,13,1,5,5,0,0.4,0,0,,0,0,1,5,5,0,
1951,Avery White,Southern Mississippi,Sun Belt,12,1,5,5,0,0.4,0,0,,0,0,1,5,5,0,
1952,Brock Rechsteiner*,Jacksonville State,CUSA,10,1,5,5,0,0.5,0,0,,0,0,1,5,5,0,
1953,Corey Wren,Texas Christian,Big 12,12,1,5,5,0,0.4,9,27,3,0,2.3,10,32,3.2,0,
1954,Dallen Bentley*,Utah,Pac-12,7,1,5,5,0,0.7,0,0,,0,0,1,5,5,0,
1955,Danny Lewis*,Alabama,SEC,14,1,5,5,0,0.4,0,0,,0,0,1,5,5,0,
1956,Dylan Paine,Washington State,Pac-12,9,1,5,5,0,0.6,25,150,6,1,16.7,26,155,6,1,
1957,Erik Pizarro*,Kansas State,Big 12,8,1,5,5,0,0.6,0,0,,0,0,1,5,5,0,
1958,Ethan Garbers*,UCLA,Pac-12,11,1,5,5,0,0.5,35,127,3.6,0,11.5,36,132,3.7,0,
1959,Evan Dickens*,Georgia Tech,ACC,12,1,5,5,0,0.4,11,47,4.3,0,3.9,12,52,4.3,0,
1960,George Hart III,Arizona State,Pac-12,3,1,5,5,0,1.7,7,11,1.6,0,3.7,8,16,2,0,
1961,Jack Kennedy*,Northwestern,Big Ten,11,1,5,5,0,0.5,0,0,,0,0,1,5,5,0,
1962,Jalen Rogers*,Tulane,American,2,1,5,5,0,2.5,1,5,5,0,2.5,2,10,5,0,
1963,Janiran Bonner,Nebraska,Big Ten,12,1,5,5,0,0.4,4,9,2.3,1,0.8,5,14,2.8,1,
1964,Jaylen Ward,Middle Tennessee State,CUSA,6,1,5,5,0,0.8,0,0,,0,0,1,5,5,0,
1965,Joe Royer*,Ohio State,Big Ten,4,1,5,5,0,1.3,0,0,,0,0,1,5,5,0,
1966,Jojo Phillips,BYU,Big 12,3,1,5,5,1,1.7,0,0,,0,0,1,5,5,1,
1967,Jude Wolfe*,USC,Pac-12,12,2,5,2.5,1,0.4,0,0,,0,0,2,5,2.5,1,
