Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1,Fernando Mendoza*,Indiana,Big Ten,16,273,379,72,3535,41,10.8,6,1.6,9.3,10.78,12.9,220.9,182.9,"H-1,Maxwell,AA,Camp"
2,Drew Mestemaker*,North Texas,American,14,319,463,68.9,4379,34,7.3,9,1.9,9.5,10.05,13.7,312.8,168.7,
3,Darian Mensah*,Duke,ACC,14,334,500,66.8,3973,34,6.8,6,1.2,7.9,8.77,11.9,283.8,153.6,
4,Julian Sayin,Ohio State,Big Ten,14,301,391,77,3610,32,8.2,8,2,9.2,9.95,12,257.9,177.5,H-4
5,Sawyer Robertson,Baylor,Big 12,12,304,504,60.3,3681,31,6.2,12,2.4,7.3,7.46,12.1,306.8,137.2,
6,Owen McCown*,UTSA,American,13,277,410,67.6,2995,30,7.3,7,1.7,7.3,8,10.8,230.4,149.7,
7,Dante Moore*,Oregon,Big Ten,15,296,412,71.8,3565,30,7.3,10,2.4,8.7,9.02,12,237.7,163.7,
8,Carson Beck*,Miami (FL),ACC,16,338,467,72.4,3813,30,6.4,12,2.6,8.2,8.29,11.3,238.3,157,
9,Diego Pavia*,Vanderbilt,SEC,13,267,378,70.6,3539,29,7.7,8,2.1,9.4,9.94,13.3,272.2,170.4,H-2
10,Josh Hoover*,Texas Christian,Big 12,12,272,413,65.9,3472,29,7,13,3.1,8.4,8.39,12.8,289.3,153.4,
11,Noah Fifita*,Arizona,Big 12,13,275,428,64.3,3228,29,6.8,6,1.4,7.5,8.27,11.7,248.3,147.2,
12,Byrum Brown*,South Florida,American,12,226,341,66.3,3158,28,8.2,7,2.1,9.3,9.98,14,263.2,167.1,
13,Jacob Clark*,Missouri State,CUSA,12,247,376,65.7,3244,28,7.4,11,2.9,8.6,8.8,13.1,270.3,156.9,
14,Joe Fagnano*,Connecticut,Ind,12,285,413,69,3448,28,6.8,1,0.2,8.3,9.6,12.1,287.3,161,
15,Ty Simpson,Alabama,SEC,15,305,473,64.5,3567,28,5.9,5,1.1,7.5,8.25,11.7,237.8,145.2,
16,Brendan Sorsby*,Cincinnati,Big 12,12,207,336,61.6,2800,27,8,5,1.5,8.3,9.27,13.5,233.3,155.1,
17,Arch Manning*,Texas,SEC,13,248,404,61.4,3163,26,6.4,7,1.7,7.8,8.34,12.8,243.3,144.9,
18,Kevin Jennings*,SMU,ACC,13,300,454,66.1,3641,26,5.7,13,2.9,8,7.88,12.1,280.1,146.6,
19,Demond Williams Jr.*,Washington,Big Ten,13,246,354,69.5,3065,25,7.1,8,2.3,8.7,9.05,12.5,235.8,161,
20,Marcel Reed,Texas A&M,SEC,13,234,377,62.1,3169,25,6.6,12,3.2,8.4,8.3,13.5,243.8,148.2,
21,Evan Simon,Temple,American,12,189,313,60.4,2097,25,8,2,0.6,6.7,8.01,11.1,174.8,141.7,
22,CJ Bailey*,North Carolina State,ACC,13,273,397,68.8,3105,25,6.3,9,2.3,7.8,8.06,11.4,238.8,150.7,
23,Conner Weigman*,Houston,Big 12,13,232,356,65.2,2705,25,7,9,2.5,7.6,7.87,11.7,208.1,147.1,
24,Devon Dampier*,Utah,Big 12,12,212,334,63.5,2490,24,7.2,5,1.5,7.5,8.22,11.7,207.5,146.8,
25,Jayden Maiava*,USC,Big Ten,13,265,403,65.8,3711,24,6,10,2.5,9.2,9.28,14,285.5,157.8,
26,Joey Aguilar*,Tennessee,SEC,13,272,404,67.3,3565,24,5.9,10,2.5,8.8,8.9,13.1,274.2,156.1,
27,Braylon Braxton*,Southern Mississippi,Sun Belt,12,254,400,63.5,3054,24,6,8,2,7.6,7.94,12,254.5,143.4,
28,CJ Carr,Notre Dame,Ind,12,195,293,66.6,2741,24,8.2,6,2,9.4,10.07,14.1,228.4,168.1,
29,Micah Alejado*,Hawaii,MWC,11,285,430,66.3,3106,24,5.6,9,2.1,7.2,7.4,10.9,282.4,141.2,
30,Gunner Stockton,Georgia,SEC,14,269,386,69.7,2894,24,6.2,5,1.3,7.5,8.16,10.8,206.7,150.6,H-7
31,Caden Veltkamp,Florida Atlantic,American,12,345,515,67,3641,24,4.7,17,3.3,7.1,6.52,10.6,303.4,135.2,
32,Anthony Colandrea*,Nevada-Las Vegas,MWC,14,275,417,65.9,3459,23,5.5,9,2.2,8.3,8.43,12.6,247.1,149.5,
33,Alonza Barnett III,James Madison,Sun Belt,14,216,370,58.4,2806,23,6.2,8,2.2,7.6,7.85,13,200.4,138.3,
34,Nick Minicucci*,Delaware,CUSA,13,322,512,62.9,3683,23,4.5,7,1.4,7.2,7.48,11.4,283.3,135.4,
35,Behren Morton,Texas Tech,Big 12,12,219,332,66,2780,22,6.6,6,1.8,8.4,8.89,12.7,231.7,154.6,
36,Trinidad Chambliss*,Ole Miss,SEC,15,294,445,66.1,3937,22,4.9,3,0.7,8.8,9.53,13.4,262.5,155.4,H-8
37,Jalon Daniels,Kansas,Big 12,12,198,319,62.1,2531,22,6.9,7,2.2,7.9,8.33,12.8,210.9,147.1,
38,Luke Altmyer*,Illinois,Big Ten,13,246,365,67.4,3007,22,6,5,1.4,8.2,8.83,12.2,231.3,153.8,
39,Tucker Gleason*,Toledo,MAC,12,207,320,64.7,2515,21,6.6,9,2.8,7.9,7.91,12.1,209.6,146.7,
40,Brad Jackson*,Texas State,Sun Belt,13,251,352,71.3,3224,21,6,7,2,9.2,9.46,12.8,248,164,
41,Colton Joseph*,Old Dominion,Sun Belt,12,173,290,59.7,2624,21,7.2,10,3.4,9,8.94,15.2,218.7,152.7,
42,Athan Kaliakmanis,Rutgers,Big Ten,12,229,368,62.2,3124,20,5.4,7,1.9,8.5,8.72,13.6,260.3,147.7,
43,JC French*,Georgia Southern,Sun Belt,13,248,389,63.8,2929,20,5.1,8,2.1,7.5,7.63,11.8,225.3,139.9,
44,Amari Odom*,Kennesaw State,CUSA,12,189,291,64.9,2594,19,6.5,8,2.7,8.9,8.98,13.7,216.2,155.9,
45,Katin Houser*,East Carolina,American,12,269,408,65.9,3300,19,4.7,6,1.5,8.1,8.36,12.3,275,146.3,
46,Jaylen Raynor*,Arkansas State,Sun Belt,13,333,501,66.5,3361,19,3.8,11,2.2,6.7,6.48,10.1,258.5,130.9,
47,Taylen Green,Arkansas,SEC,12,198,326,60.7,2714,19,5.8,11,3.4,8.3,7.97,13.7,226.2,143.2,
48,Ben Finley,Akron,MAC,11,186,362,51.4,2475,19,5.2,9,2.5,6.8,6.77,13.3,225,121.2,
49,Bryson Barnes*,Utah State,MWC,13,211,356,59.3,2803,18,5.1,5,1.4,7.9,8.25,13.3,215.6,139.3,
50,Dylan Raiola*,Nebraska,Big Ten,9,181,250,72.4,2000,18,7.2,6,2.4,8,8.36,11,222.2,158.6,
51,Drake Lindsey*,Minnesota,Big Ten,13,246,389,63.2,2382,18,4.6,6,1.5,6.1,6.35,9.7,183.2,126.9,
52,Dru DeShields,Kent State,MAC,11,136,240,56.7,2030,18,7.5,3,1.3,8.5,9.4,14.9,184.5,150,
53,Avery Johnson,Kansas State,Big 12,12,204,341,59.8,2385,18,5.3,6,1.8,7,7.26,11.7,198.8,132.5,
54,Noah Kim,Eastern Michigan,MAC,12,247,402,61.4,2817,18,4.5,11,2.7,7,6.67,11.4,234.8,129.6,
55,Jaron-Keawe Sagapolutele*,California,ACC,13,316,492,64.2,3454,18,3.7,9,1.8,7,6.93,10.9,265.7,131.6,
56,Maddux Madsen*,Boise State,MWC,11,176,302,58.3,2334,18,6,9,3,7.7,7.58,13.3,212.2,136.9,
57,Kyron Drones,Virginia Tech,ACC,12,178,315,56.5,1919,17,5.4,9,2.9,6.1,5.89,10.8,159.9,119.8,
58,Walker Eget,San Jose State,MWC,11,232,393,59,3051,17,4.3,9,2.3,7.8,7.6,13.2,277.4,133.9,
59,Preston Stone*,Northwestern,Big Ten,13,222,370,60,2400,17,4.6,12,3.2,6.5,5.95,10.8,184.6,123.2,
60,Malik Washington,Maryland,Big Ten,12,273,473,57.7,2963,17,3.6,9,1.9,6.3,6.13,10.9,246.9,118.4,
