Rk,Player,Team,Conf,G,Receiving_Rec,Receiving_Yds,Receiving_Yards_Per_Rec,Receiving_TD,Receiving_Yards_Per_Game,Rushing_Att,Rushing_Yds,Rushing_Yards_Per_Att,Rushing_TD,Rushing_Yards_Per_Game,Scrimmage_Plays,Scrimmage_Yds,Scrimmage_Yards_Per_Play,Scrimmage_TD,Awards
1074,Jordan Lovett*,Troy,Sun Belt,13,13,86,6.6,0,6.6,89,339,3.8,2,26.1,102,425,4.2,2,
1075,Marcus Brown,Stanford,ACC,10,12,86,7.2,1,8.6,0,0,,0,0,12,86,7.2,1,
1076,Matt Jones*,Southern Mississippi,Sun Belt,13,12,86,7.2,0,6.6,82,325,4,4,25,94,411,4.4,4,
1077,Max Rodarte*,Ohio,MAC,4,7,86,12.3,0,21.5,0,0,,0,0,7,86,12.3,0,
1078,Ross Fournet*,Florida International,CUSA,13,10,86,8.6,0,6.6,1,3,3,0,0.2,11,89,8.1,0,
1079,Sam Jackson,Oklahoma State,Big 12,12,10,86,8.6,0,7.2,32,-3,-0.1,1,-0.3,42,83,2,1,
1080,William Fowles*,Appalachian State,Sun Belt,7,6,86,14.3,0,12.3,0,0,,0,0,6,86,14.3,0,
1081,Cole Boscia*,California,ACC,12,7,85,12.1,1,7.1,0,0,,0,0,7,85,12.1,1,
1082,Jadon Porter,Baylor,Big 12,11,9,85,9.4,1,7.7,0,0,,0,0,9,85,9.4,1,
1083,Jason Patterson,Kentucky,SEC,12,17,85,5,1,7.1,57,225,3.9,1,18.8,74,310,4.2,2,
1084,Jean Louis III,Akron,MAC,6,6,85,14.2,0,14.2,0,0,,0,0,6,85,14.2,0,
1085,Michael Scott,James Madison,Sun Belt,12,8,85,10.6,1,7.1,1,1,1,0,0.1,9,86,9.6,1,
1086,Xavier Irvin,Temple,American,4,5,85,17,1,21.3,1,1,1,0,0.3,6,86,14.3,1,
1087,Jelani Thurman,Ohio State,Big Ten,14,7,84,12,1,6,0,0,,0,0,7,84,12,1,
1088,Jordan McDonald,Boston College,ACC,12,13,84,6.5,2,7,94,397,4.2,4,33.1,107,481,4.5,6,
1089,Jordan Ross,Colorado State,MWC,7,11,84,7.6,0,12,1,-9,-9,0,-1.3,12,75,6.3,0,
1090,Luke Talich,Notre Dame,Ind,12,1,84,84,1,7,0,0,,0,0,1,84,84,1,
1091,Malik Elzy*,Illinois,Big Ten,4,7,84,12,0,21,0,0,,0,0,7,84,12,0,
1092,Myles Libman,Stanford,ACC,12,7,84,12,1,7,0,0,,0,0,7,84,12,1,
1093,Preston Howard,Auburn,SEC,12,10,84,8.4,0,7,0,0,,0,0,10,84,8.4,0,
1094,TJ Lott*,Old Dominion,Sun Belt,9,8,84,10.5,1,9.3,0,0,,0,0,8,84,10.5,1,
1095,Tuli Tagovailoa-Amosa,San Jose State,MWC,12,9,84,9.3,0,7,0,0,,0,0,9,84,9.3,0,
1096,Carson Brown,Iowa State,Big 12,11,7,83,11.9,0,7.5,0,0,,0,0,7,83,11.9,0,
1097,Chevalier Brenson*,Wake Forest,ACC,12,3,83,27.7,1,6.9,0,0,,0,0,3,83,27.7,1,
1098,Cody Hardy*,North Carolina State,ACC,13,6,83,13.8,2,6.4,1,4,4,1,0.3,7,87,12.4,3,
1099,Jalen Dupree,Colorado State,MWC,9,12,83,6.9,0,9.2,102,508,5,2,56.4,114,591,5.2,2,
1100,Jeremiah Cobb,Auburn,SEC,12,11,83,7.5,0,6.9,175,969,5.5,5,80.8,186,1052,5.7,5,
1101,Malachi Coleman*,Minnesota,Big Ten,8,5,83,16.6,0,10.4,0,0,,0,0,5,83,16.6,0,
1102,Quentin Moore*,Washington,Big Ten,12,5,83,16.6,1,6.9,0,0,,0,0,5,83,16.6,1,
1103,Tykeem Wallace*,Kennesaw State,CUSA,11,8,83,10.4,0,7.5,2,-2,-1,0,-0.2,10,81,8.1,0,
1104,Tyshawn Russell,Syracuse,ACC,3,9,83,9.2,0,27.7,1,5,5,0,1.7,10,88,8.8,0,
1105,Zachary Card,Oregon State,Ind,12,10,83,8.3,0,6.9,1,-4,-4,0,-0.3,11,79,7.2,0,
1106,Brandon Phelps*,Arizona,Big 12,9,6,82,13.7,1,9.1,0,0,,0,0,6,82,13.7,1,
1107,Brandon Tullis,Michigan State,Big Ten,12,11,82,7.5,0,6.8,69,301,4.4,4,25.1,80,383,4.8,4,
1108,Chauncey Bowens,Georgia,SEC,12,14,82,5.9,0,6.8,103,526,5.1,6,43.8,117,608,5.2,6,
1109,Davis Dalton*,Southern Mississippi,Sun Belt,12,4,82,20.5,1,6.8,0,0,,0,0,4,82,20.5,1,
1110,Isaiah Jacobs,UAB,American,12,15,82,5.5,1,6.8,79,342,4.3,4,28.5,94,424,4.5,5,
1111,Jarod Bowie,West Virginia,Big 12,10,9,82,9.1,0,8.2,5,83,16.6,0,8.3,14,165,11.8,0,
1112,Manny Covey*,Cincinnati,Big 12,13,8,82,10.3,0,6.3,28,198,7.1,1,15.2,36,280,7.8,1,
1113,Tucker Holloway,Virginia Tech,ACC,4,5,82,16.4,0,20.5,0,0,,0,0,5,82,16.4,0,
1114,Will Swanson,Kansas State,Big 12,12,5,82,16.4,0,6.8,0,0,,0,0,5,82,16.4,0,
1115,Evan McCray,UAB,American,10,11,81,7.4,0,8.1,0,0,,0,0,11,81,7.4,0,
1116,Hykeem Williams,Colorado,Big 12,6,9,81,9,0,13.5,0,0,,0,0,9,81,9,0,
1117,Isaiah Alston,James Madison,Sun Belt,12,7,81,11.6,2,6.8,0,0,,0,0,7,81,11.6,2,
1118,Jackson Owens,New Mexico State,CUSA,9,8,81,10.1,0,9,0,0,,0,0,8,81,10.1,0,
1119,Joshua Porter*,South Florida,American,10,11,81,7.4,1,8.1,0,0,,0,0,11,81,7.4,1,
1120,Jude James*,Missouri,SEC,13,6,81,13.5,2,6.2,0,0,,0,0,6,81,13.5,2,
1121,Dalton Carnes*,North Texas,American,14,7,80,11.4,0,5.7,0,0,,0,0,7,80,11.4,0,
1122,Jackson West*,Western Kentucky,CUSA,13,8,80,10,1,6.2,0,0,,0,0,8,80,10,1,
1123,Jamarion Morrow,Texas A&M,SEC,13,6,80,13.3,2,6.2,43,182,4.2,1,14,49,262,5.3,3,
1124,Jesse Watson,Purdue,Big Ten,12,8,80,10,2,6.7,0,0,,0,0,8,80,10,2,
1125,Sanfrisco Magee*,Mississippi State,SEC,7,5,80,16,1,11.4,0,0,,0,0,5,80,16,1,
1126,Zach Williams*,USC,Big Ten,5,3,80,26.7,0,16,0,0,,0,0,3,80,26.7,0,
1127,Bryson Rodgers,Ohio State,Big Ten,7,6,79,13.2,1,11.3,0,0,,0,0,6,79,13.2,1,
1128,Elijah Davis*,Louisiana,Sun Belt,13,10,79,7.9,0,6.1,158,767,4.9,6,59,168,846,5,6,
1129,Kenric Lanier II*,Minnesota,Big Ten,10,3,79,26.3,0,7.9,0,0,,0,0,3,79,26.3,0,
1130,Louis Brown,Baylor,Big 12,4,6,79,13.2,1,19.8,0,0,,0,0,6,79,13.2,1,
1131,Anthony Frias II,UCLA,Big Ten,12,13,78,6,1,6.5,24,183,7.6,1,15.3,37,261,7.1,2,
1132,Jake Overman*,Pitt,ACC,11,10,78,7.8,1,7.1,0,0,,0,0,10,78,7.8,1,
1133,Landon Strother*,Louisiana,Sun Belt,13,10,78,7.8,0,6,2,10,5,0,0.8,12,88,7.3,0,
1134,Lawson Albright*,Northwestern,Big Ten,13,9,78,8.7,1,6,4,13,3.3,0,1,13,91,7,1,
1135,Shawn Brown,New Mexico State,CUSA,12,6,78,13,0,6.5,0,0,,0,0,6,78,13,0,
1136,Tawee Walker*,Cincinnati,Big 12,12,18,78,4.3,1,6.5,120,709,5.9,4,59.1,138,787,5.7,5,
1137,Harold Duvall III*,Fresno State,MWC,9,4,77,19.3,1,8.6,0,0,,0,0,4,77,19.3,1,
1138,Johncarlos Miller II,Texas Tech,Big 12,14,9,77,8.6,0,5.5,0,0,,0,0,9,77,8.6,0,
1139,Leo Pulalasi*,Washington State,Ind,12,12,77,6.4,0,6.4,38,205,5.4,0,17.1,50,282,5.6,0,
1140,Quincy Burroughs*,Western Kentucky,CUSA,10,8,77,9.6,1,7.7,0,0,,0,0,8,77,9.6,1,
1141,Sieh Bangura*,Ohio,MAC,13,13,77,5.9,0,5.9,241,1392,5.8,15,107.1,254,1469,5.8,15,
1142,Tory Blaylock,Oklahoma,SEC,13,13,77,5.9,0,5.9,120,480,4,4,36.9,133,557,4.2,4,
1143,Bryson Jones,Texas Tech,Big 12,6,5,76,15.2,2,12.7,0,0,,0,0,5,76,15.2,2,
1144,Judah Ezinwa,UTEP,CUSA,5,4,76,19,0,15.2,0,0,,0,0,4,76,19,0,
1145,Landen Lucas,Tulsa,American,12,13,76,5.8,0,6.3,0,0,,0,0,13,76,5.8,0,
1146,London Montgomery*,East Carolina,American,12,15,76,5.1,0,6.3,156,742,4.8,7,61.8,171,818,4.8,7,
1147,Nasir Williams*,Central Michigan,MAC,10,4,76,19,1,7.6,0,0,,0,0,4,76,19,1,
1148,Zach Ortwerth*,Iowa,Big Ten,11,9,76,8.4,0,6.9,0,0,,0,0,9,76,8.4,0,
1149,Eian Pugh*,Ohio,MAC,5,6,75,12.5,0,15,0,0,,0,0,6,75,12.5,0,
1150,Jalen Buckley*,Western Michigan,MAC,13,12,75,6.3,1,5.8,179,1003,5.6,9,77.2,191,1078,5.6,10,
1151,Jayden Limar*,Oregon,Big Ten,8,11,75,6.8,0,9.4,46,262,5.7,3,32.8,57,337,5.9,3,
1152,Kyle Washington,Georgia State,Sun Belt,12,6,75,12.5,0,6.3,0,0,,0,0,6,75,12.5,0,
1153,Dante Daniels*,North Carolina State,ACC,13,7,74,10.6,1,5.7,0,0,,0,0,7,74,10.6,1,
1154,Daylan McCutcheon*,Texas,SEC,12,7,74,10.6,0,6.2,0,0,,0,0,7,74,10.6,0,
1155,Hogan Hansen*,Michigan,Big Ten,4,6,74,12.3,0,18.5,0,0,,0,0,6,74,12.3,0,
1156,Ja'Vin Simpkins*,Coastal Carolina,Sun Belt,13,17,74,4.4,0,5.7,125,591,4.7,2,45.5,142,665,4.7,2,
1157,Justin Marshall,Colorado State,MWC,10,8,74,9.3,0,7.4,49,260,5.3,1,26,57,334,5.9,1,
1158,Marcellous Hawkins,Virginia Tech,ACC,11,12,74,6.2,1,6.7,118,749,6.3,1,68.1,130,823,6.3,2,
1159,Quinton Jackson*,Rice,American,13,4,74,18.5,1,5.7,180,889,4.9,6,68.4,184,963,5.2,7,
1160,Terrez Worthy,Temple,American,4,6,74,12.3,1,18.5,23,71,3.1,1,17.8,29,145,5,2,
1161,Jaden Greathouse,Notre Dame,Ind,4,4,73,18.3,0,18.3,0,0,,0,0,4,73,18.3,0,
1162,Kezion Dia-Johnson,Massachusetts,MAC,9,6,73,12.2,1,8.1,0,0,,0,0,6,73,12.2,1,
1163,Leshon Williams,Kansas,Big 12,11,5,73,14.6,2,6.6,97,560,5.8,7,50.9,102,633,6.2,9,
1164,Matthew Klopfenstein,Baylor,Big 12,12,8,73,9.1,1,6.1,0,0,,0,0,8,73,9.1,1,
1165,Michael Buckley*,New Mexico,MWC,6,7,73,10.4,0,12.2,0,0,,0,0,7,73,10.4,0,
1166,Za'Ron Collins,James Madison,Sun Belt,12,7,73,10.4,1,6.1,0,0,,0,0,7,73,10.4,1,
1167,Deakon Tonielli*,Michigan,Big Ten,13,8,72,9,0,5.5,0,0,,0,0,8,72,9,0,
1168,Jack Pedersen,UCLA,Big Ten,11,11,72,6.5,0,6.5,0,0,,0,0,11,72,6.5,0,
1169,Ju'Juan Johnson*,LSU,SEC,13,17,72,4.2,0,5.5,41,155,3.8,2,11.9,58,227,3.9,2,
1170,Kyson Brown*,Arizona State,Big 12,4,8,72,9,0,18,18,106,5.9,0,26.5,26,178,6.8,0,
1171,Luke McLaughlin,Boston College,ACC,12,5,72,14.4,0,6,0,0,,0,0,5,72,14.4,0,
1172,Mackenzie Alleyne*,Washington State,Ind,13,4,72,18,1,5.5,0,0,,0,0,4,72,18,1,
1173,Oscar Adaway III,South Carolina,SEC,11,8,72,9,0,6.5,41,140,3.4,1,12.7,49,212,4.3,1,
1174,Sire Gaines*,Boise State,MWC,14,11,72,6.5,1,5.1,161,811,5,8,57.9,172,883,5.1,9,
1175,Tyler Johnson*,East Carolina,American,11,7,72,10.3,0,6.5,0,0,,0,0,7,72,10.3,0,
1176,Cole Adams,Alabama,SEC,15,5,71,14.2,1,4.7,0,0,,0,0,5,71,14.2,1,
1177,Patrick Clacks III,Buffalo,MAC,12,12,71,5.9,2,5.9,0,0,,0,0,12,71,5.9,2,
1178,Quentin Gibson,Colorado,Big 12,12,15,71,4.7,0,5.9,2,9,4.5,0,0.8,17,80,4.7,0,
1179,TJ Horton,Ball State,MAC,10,15,71,4.7,1,7.1,60,180,3,0,18,75,251,3.3,1,
1180,Tyler Little*,Arkansas State,Sun Belt,5,6,71,11.8,1,14.2,0,0,,0,0,6,71,11.8,1,
1181,Agyeman Addae,UCF,Big 12,8,7,70,10,1,8.8,12,50,4.2,0,6.3,19,120,6.3,1,
1182,Henry Dryden*,Central Michigan,MAC,13,8,70,8.8,0,5.4,0,0,,0,0,8,70,8.8,0,
1183,Jabari Bush*,Arkansas State,Sun Belt,7,10,70,7,0,10,0,0,,0,0,10,70,7,0,
1184,Jacob Stewart*,Louisville,ACC,11,4,70,17.5,1,6.4,0,0,,0,0,4,70,17.5,1,
1185,Jalen Berger,UCLA,Big Ten,12,10,70,7,2,5.8,81,364,4.5,2,30.3,91,434,4.8,4,
1186,Jaylon Hawkins*,San Diego State,MWC,4,7,70,10,0,17.5,4,13,3.3,0,3.3,11,83,7.5,0,
1187,Mar'Kel Porter,Bowling Green,MAC,12,7,70,10,0,5.8,31,93,3,2,7.8,38,163,4.3,2,
1188,Matt Adcock*,Memphis,American,13,12,70,5.8,3,5.4,0,0,,0,0,12,70,5.8,3,
1189,Rashad Amos,Georgia State,Sun Belt,10,10,70,7,0,7,63,267,4.2,2,26.7,73,337,4.6,2,
1190,Sacovie White,Georgia,SEC,14,8,70,8.8,0,5,0,0,,0,0,8,70,8.8,0,
1191,Amari Niblack,Texas A&M,SEC,13,5,69,13.8,0,5.3,0,0,,0,0,5,69,13.8,0,
1192,Bryce Dorsey*,Memphis,American,10,8,69,8.6,0,6.9,0,0,,0,0,8,69,8.6,0,
1193,Jacob Barrick,West Virginia,Big 12,10,9,69,7.7,0,6.9,0,0,,0,0,9,69,7.7,0,
1194,Jaquise Martin*,Houston,Big 12,9,5,69,13.8,0,7.7,0,0,,0,0,5,69,13.8,0,
1195,Jyron Waiters*,East Carolina,American,10,6,69,11.5,0,6.9,0,0,,0,0,6,69,11.5,0,
1196,Parker Jenkins*,East Carolina,American,11,9,69,7.7,0,6.3,75,256,3.4,2,23.3,84,325,3.9,2,
1197,Tanner Lemaster,Eastern Michigan,MAC,10,5,69,13.8,0,6.9,0,0,,0,0,5,69,13.8,0,
1198,Evan King,Buffalo,MAC,12,9,68,7.6,0,5.7,0,0,,0,0,9,68,7.6,0,
1199,Josh Dallas*,Georgia Southern,Sun Belt,2,8,68,8.5,0,34,2,5,2.5,0,2.5,10,73,7.3,0,
1200,Kaytron Allen*,Penn State,Big Ten,12,18,68,3.8,0,5.7,210,1303,6.2,15,108.6,228,1371,6,15,
1201,Nathan Kent*,Navy,American,12,4,68,17,0,5.7,0,0,,0,0,4,68,17,0,
1202,Sidney Mbanasor*,Old Dominion,Sun Belt,8,6,68,11.3,0,8.5,0,0,,0,0,6,68,11.3,0,
1203,Stacy Sneed*,Houston,Big 12,10,8,68,8.5,0,6.8,37,130,3.5,0,13,45,198,4.4,0,
1204,Terrance Gibbs*,Georgia Southern,Sun Belt,8,7,68,9.7,0,8.5,17,61,3.6,1,7.6,24,129,5.4,1,
1205,TJ Johnson*,Old Dominion,Sun Belt,13,4,68,17,1,5.2,0,0,,0,0,4,68,17,1,
1206,Brycen Coleman*,Vanderbilt,SEC,13,3,67,22.3,1,5.2,1,8,8,0,0.6,4,75,18.8,1,
1207,Caleb Rollerson,UCF,Big 12,8,3,67,22.3,0,8.4,1,-5,-5,0,-0.6,4,62,15.5,0,
1208,Daniel Bray*,Utah,Big 12,9,8,67,8.4,0,7.4,40,272,6.8,1,30.2,48,339,7.1,1,
1209,Elijah Porter,Northern Illinois,MAC,12,1,67,67,1,5.6,12,80,6.7,0,6.7,13,147,11.3,1,
1210,George Pettaway,James Madison,Sun Belt,12,9,67,7.4,1,5.6,34,195,5.7,0,16.3,43,262,6.1,1,
1211,Jaylin Marshall,Georgia State,Sun Belt,7,4,67,16.8,0,9.6,0,0,,0,0,4,67,16.8,0,
1212,Kejon Owens*,Florida International,CUSA,13,18,67,3.7,0,5.2,213,1334,6.3,11,102.6,231,1401,6.1,11,
1213,Alton McCaskill,Sam Houston,CUSA,8,9,66,7.3,1,8.3,88,370,4.2,1,46.3,97,436,4.5,2,
1214,Connor Witthoft*,Delaware,CUSA,8,9,66,7.3,0,8.3,0,0,,0,0,9,66,7.3,0,
1215,Jackson Acker,Wisconsin,Big Ten,12,8,66,8.3,1,5.5,15,55,3.7,0,4.6,23,121,5.3,1,
1216,Mekhi Anderson*,UTSA,American,9,5,66,13.2,1,7.3,2,5,2.5,0,0.6,7,71,10.1,1,
1217,Austin Smith,Sam Houston,CUSA,12,7,65,9.3,0,5.4,0,0,,0,0,7,65,9.3,0,
1218,Davion Chandler*,Indiana,Big Ten,7,1,65,65,1,9.3,0,0,,0,0,1,65,65,1,
1219,Devonte Lyons*,Florida International,CUSA,13,12,65,5.4,0,5,37,142,3.8,1,10.9,49,207,4.2,1,
1220,Hunter Andrews*,Utah,Big 12,4,10,65,6.5,0,16.3,13,113,8.7,1,28.3,23,178,7.7,1,
1221,Trent Battle*,Texas Christian,Big 12,13,10,65,6.5,0,5,64,349,5.5,6,26.8,74,414,5.6,6,
1222,Austin Dendy,Bowling Green,MAC,5,4,64,16,1,12.8,108,493,4.6,5,98.6,112,557,5,6,
1223,Izaiah Williams,Texas A&M,SEC,9,7,64,9.1,1,7.1,0,0,,0,0,7,64,9.1,1,
1224,Jack Foley*,Wake Forest,ACC,5,1,64,64,1,12.8,0,0,,0,0,1,64,64,1,
1225,Jaivian Thomas,UCLA,Big Ten,10,10,64,6.4,0,6.4,81,294,3.6,1,29.4,91,358,3.9,1,
1226,Jaylan Bean,Wyoming,MWC,7,5,64,12.8,0,9.1,0,0,,0,0,5,64,12.8,0,
1227,Martel Hight*,Vanderbilt,SEC,13,7,64,9.1,0,4.9,1,2,2,0,0.2,8,66,8.3,0,
1228,Tae Meadows*,Troy,Sun Belt,12,11,64,5.8,0,5.3,159,695,4.4,6,57.9,170,759,4.5,6,
1229,Taeo Todd*,Georgia Southern,Sun Belt,10,10,64,6.4,0,6.4,27,97,3.6,0,9.7,37,161,4.4,0,
1230,Trace Bruckler*,Ole Miss,SEC,15,5,64,12.8,1,4.3,0,0,,0,0,5,64,12.8,1,
1231,DaSaahn Brame*,Tennessee,SEC,9,6,63,10.5,0,7,0,0,,0,0,6,63,10.5,0,
1232,Justin Ruffin Jr.*,Central Michigan,MAC,12,7,63,9,0,5.3,1,6,6,0,0.5,8,69,8.6,0,
1233,Landon Ransom-Goelz*,Rice,American,6,6,63,10.5,1,10.5,5,17,3.4,0,2.8,11,80,7.3,1,
1234,Leyton Cure,Kansas,Big 12,12,4,63,15.8,1,5.3,0,0,,0,0,4,63,15.8,1,
1235,Marquez Dortch*,Troy,Sun Belt,4,7,63,9,0,15.8,2,12,6,0,3,9,75,8.3,0,
1236,Connor Lair*,Missouri State,CUSA,13,6,62,10.3,1,4.8,6,9,1.5,0,0.7,12,71,5.9,1,
1237,Dorian Lewis,Louisiana-Monroe,Sun Belt,12,11,62,5.6,0,5.2,27,195,7.2,0,16.3,38,257,6.8,0,
1238,Franklin Baret Jr.*,Jacksonville State,CUSA,12,5,62,12.4,0,5.2,0,0,,0,0,5,62,12.4,0,
1239,Henry Boyer,Kentucky,SEC,12,5,62,12.4,0,5.2,0,0,,0,0,5,62,12.4,0,
1240,Holden Staes*,Indiana,Big Ten,16,7,62,8.9,2,3.9,0,0,,0,0,7,62,8.9,2,
1241,Jordon Davison*,Oregon,Big Ten,14,12,62,5.2,0,4.4,113,667,5.9,15,47.6,125,729,5.8,15,
1242,Mazeo Bennett Jr.,South Carolina,SEC,11,10,62,6.2,0,5.6,0,0,,0,0,10,62,6.2,0,
1243,Quinton Stewart,Oklahoma State,Big 12,9,4,62,15.5,0,6.9,1,2,2,0,0.2,5,64,12.8,0,
1244,Shamarius Peterkin,Virginia Tech,ACC,8,2,62,31,1,7.8,0,0,,0,0,2,62,31,1,
1245,Suderian Harrison*,Virginia,ACC,5,2,62,31,0,12.4,0,0,,0,0,2,62,31,0,
1246,Evan Dickens,Liberty,CUSA,11,5,61,12.2,1,5.5,229,1339,5.8,16,121.7,234,1400,6,17,
1247,Jawarn Howell,South Carolina,SEC,5,4,61,15.3,0,12.2,14,80,5.7,0,16,18,141,7.8,0,
1248,Justin Cayenne*,Florida International,CUSA,9,7,61,8.7,0,6.8,0,0,,0,0,7,61,8.7,0,
1249,Logan Loya*,Minnesota,Big Ten,11,10,61,6.1,0,5.5,1,-5,-5,0,-0.5,11,56,5.1,0,
1250,Omiri Wiggins*,Louisiana Tech,CUSA,12,11,61,5.5,1,5.1,97,468,4.8,4,39,108,529,4.9,5,
1251,Rocko Griffin,Massachusetts,MAC,9,10,61,6.1,0,6.8,53,246,4.6,2,27.3,63,307,4.9,2,
1252,Anthony Miller,Tulane,American,14,5,60,12,1,4.3,0,0,,0,0,5,60,12,1,
1253,Caleb Komolafe*,Northwestern,Big Ten,12,11,60,5.5,1,5,190,941,5,11,78.4,201,1001,5,12,
1254,Joshua Guerin*,Navy,American,13,3,60,20,0,4.6,1,11,11,0,0.8,4,71,17.8,0,
1255,Ryan Niblett*,Texas,SEC,13,8,60,7.5,0,4.6,5,15,3,0,1.2,13,75,5.8,0,
1256,Ryder Kusch,Temple,American,10,13,60,4.6,3,6,0,0,,0,0,13,60,4.6,3,
1257,Zion Fowler-El*,Pitt,ACC,8,7,60,8.6,1,7.5,0,0,,0,0,7,60,8.6,1,
1258,Chubba Purdy,Nevada,MWC,12,9,59,6.6,1,4.9,101,527,5.2,3,43.9,110,586,5.3,4,
1259,Clay Ash,West Virginia,Big 12,8,10,59,5.9,0,7.4,43,131,3,0,16.4,53,190,3.6,0,
1260,Dylan Gary*,Georgia Southern,Sun Belt,11,6,59,9.8,1,5.4,0,0,,0,0,6,59,9.8,1,
1261,Jalen Butler*,Old Dominion,Sun Belt,13,9,59,6.6,1,4.5,0,0,,0,0,9,59,6.6,1,
1262,J.C. Sivley,UAB,American,9,6,59,9.8,0,6.6,0,0,,0,0,6,59,9.8,0,
1263,Michael Pettway*,Jacksonville State,CUSA,11,8,59,7.4,0,5.4,0,0,,0,0,8,59,7.4,0,
1264,Quincy Porter,Ohio State,Big Ten,5,4,59,14.8,0,11.8,0,0,,0,0,4,59,14.8,0,
1265,Tiger Bachmeier*,BYU,Big 12,13,7,59,8.4,0,4.5,1,2,2,0,0.2,8,61,7.6,0,
1266,Antwan Roberts,Marshall,Sun Belt,12,7,58,8.3,0,4.8,90,512,5.7,4,42.7,97,570,5.9,4,
1267,DJ Butler*,Houston,Big 12,11,8,58,7.3,0,5.3,68,301,4.4,0,27.4,76,359,4.7,0,
1268,Gavin Grover*,Cincinnati,Big 12,13,4,58,14.5,0,4.5,0,0,,0,0,4,58,14.5,0,
1269,George Dimopoulus,Northern Illinois,MAC,8,11,58,5.3,0,7.3,0,0,,0,0,11,58,5.3,0,
1270,Keenan Phillips,South Alabama,Sun Belt,12,10,58,5.8,0,4.8,126,605,4.8,3,50.4,136,663,4.9,3,
1271,Mekhi Miller,Tulsa,American,4,9,58,6.4,0,14.5,0,0,,0,0,9,58,6.4,0,
1272,Nate Burleson II,Nevada,MWC,11,3,58,19.3,0,5.3,0,0,,0,0,3,58,19.3,0,
1273,Terrell Timmons,Colorado,Big 12,4,3,58,19.3,0,14.5,0,0,,0,0,3,58,19.3,0,
1274,Cameren Smith,Charlotte,American,11,11,57,5.2,0,5.2,62,220,3.5,0,20,73,277,3.8,0,
1275,Christian Clark*,Texas,SEC,8,4,57,14.3,0,7.1,55,236,4.3,2,29.5,59,293,5,2,
1276,Duncan Brune*,Ohio,MAC,13,5,57,11.4,0,4.4,120,585,4.9,8,45,125,642,5.1,8,
1277,Elijah Canion,Liberty,CUSA,7,4,57,14.3,0,8.1,0,0,,0,0,4,57,14.3,0,
1278,Jackson Worley*,Troy,Sun Belt,14,7,57,8.1,1,4.1,0,0,,0,0,7,57,8.1,1,
1279,Jake Appleget,Northern Illinois,MAC,9,7,57,8.1,1,6.3,0,0,,0,0,7,57,8.1,1,
1280,Jamezell Lassiter*,Vanderbilt,SEC,10,4,57,14.3,0,5.7,9,143,15.9,2,14.3,13,200,15.4,2,
1281,Jaren Randle*,UTSA,American,13,5,57,11.4,1,4.4,0,0,,0,0,5,57,11.4,1,
1282,Marshall Pritchett,Alabama,SEC,15,7,57,8.1,0,3.8,0,0,,0,0,7,57,8.1,0,
1283,Smith Snowden*,Utah,Big 12,13,13,57,4.4,0,4.4,8,40,5,1,3.1,21,97,4.6,1,
1284,Adonis Moise,Kansas State,Big 12,9,6,56,9.3,0,6.2,2,8,4,0,0.9,8,64,8,0,
1285,Ben Turner,Marshall,Sun Belt,10,9,56,6.2,0,5.6,1,4,4,0,0.4,10,60,6,0,
1286,Deshaun Buchanan*,New Mexico,MWC,13,6,56,9.3,0,4.3,7,14,2,0,1.1,13,70,5.4,0,
1287,Jamai East,Oregon State,Ind,4,5,56,11.2,0,14,0,0,,0,0,5,56,11.2,0,
1288,Josh Sterzer*,Utah State,MWC,12,7,56,8,1,4.7,0,0,,0,0,7,56,8,1,
1289,Justin Olson,Charlotte,American,2,2,56,28,0,28,0,0,,0,0,2,56,28,0,
1290,Justius Lowe*,Oregon,Big Ten,9,6,56,9.3,0,6.2,0,0,,0,0,6,56,9.3,0,
1291,Logan Diggs*,Ole Miss,SEC,15,7,56,8,0,3.7,33,189,5.7,4,12.6,40,245,6.1,4,
1292,Angel Johnson*,Washington State,Ind,13,7,55,7.9,0,4.2,75,250,3.3,1,19.2,82,305,3.7,1,
1293,Anthony Carrie*,Florida International,CUSA,13,10,55,5.5,0,4.2,103,469,4.6,5,36.1,113,524,4.6,5,
1294,Brayden Loftin,Kansas State,Big 12,12,6,55,9.2,0,4.6,0,0,,0,0,6,55,9.2,0,
1295,Cade Conley*,Western Michigan,MAC,13,8,55,6.9,1,4.2,0,0,,0,0,8,55,6.9,1,
1296,Ca'Lil Valentine*,Illinois,Big Ten,13,10,55,5.5,0,4.2,131,614,4.7,4,47.2,141,669,4.7,4,
1297,Carson Bruhn,Kansas,Big 12,8,5,55,11,0,6.9,0,0,,0,0,5,55,11,0,
1298,Dedrick Latulas*,Louisiana Tech,CUSA,13,4,55,13.8,0,4.2,0,0,,0,0,4,55,13.8,0,
1299,Drew Cassens,Ball State,MAC,12,5,55,11,1,4.6,0,0,,0,0,5,55,11,1,
1300,Dylan Burk,Sam Houston,CUSA,12,6,55,9.2,0,4.6,0,0,,0,0,6,55,9.2,0,
1301,Jaylen Mbakwe,Alabama,SEC,10,3,55,18.3,0,5.5,1,4,4,0,0.4,4,59,14.8,0,
1302,Thai Chiaokhiao-Bowman*,Connecticut,Ind,4,6,55,9.2,0,13.8,2,13,6.5,0,3.3,8,68,8.5,0,
1303,Waymond Jordan*,USC,Big Ten,6,7,55,7.9,0,9.2,88,576,6.5,5,96,95,631,6.6,5,
