Rk,Player,Team,Conf,G,Receiving_Rec,Receiving_Yds,Receiving_Yards_Per_Rec,Receiving_TD,Receiving_Yards_Per_Game,Rushing_Att,Rushing_Yds,Rushing_Yards_Per_Att,Rushing_TD,Rushing_Yards_Per_Game,Scrimmage_Plays,Scrimmage_Yds,Scrimmage_Yards_Per_Play,Scrimmage_TD,Awards
93,Devin McCuin*,UTSA,American,12,65,726,11.2,8,60.5,2,11,5.5,0,0.9,67,737,11,8,
94,Ryan Davis*,Utah,Big 12,12,62,725,11.7,4,60.4,0,0,,0,0,62,725,11.7,4,
95,Deondre Johnson*,Jacksonville State,CUSA,14,30,724,24.1,6,51.7,1,-1,-1,0,-0.1,31,723,23.3,6,
96,Josh Meredith*,Washington State,Ind,13,57,723,12.7,3,55.6,0,0,,0,0,57,723,12.7,3,
97,Shazz Preston,Tulane,American,14,43,723,16.8,4,51.6,0,0,,0,0,43,723,16.8,4,
98,Jayshon Platt,Florida Atlantic,American,12,46,720,15.7,5,60,3,36,12,1,3,49,756,15.4,6,
99,Ja'Cory Thomas*,Old Dominion,Sun Belt,12,41,719,17.5,5,59.9,0,0,,0,0,41,719,17.5,5,
100,Malik Benson*,Oregon,Big Ten,15,43,719,16.7,6,47.9,1,-4,-4,0,-0.3,44,715,16.3,6,
101,Shaleak Knotts,Maryland,Big Ten,12,44,717,16.3,6,59.8,0,0,,0,0,44,717,16.3,6,
102,Jayce Brown,Kansas State,Big 12,10,41,712,17.4,5,71.2,7,116,16.6,1,11.6,48,828,17.3,6,
103,Jordyn Tyson*,Arizona State,Big 12,9,61,711,11.7,8,79,2,4,2,1,0.4,63,715,11.3,9,
104,Cam Coleman,Auburn,SEC,12,56,708,12.6,5,59,0,0,,0,0,56,708,12.6,5,
105,Reginald Virgil,Texas Tech,Big 12,14,57,705,12.4,6,50.4,2,35,17.5,2,2.5,59,740,12.5,8,
106,Raphael Williams*,Pitt,ACC,13,51,701,13.7,7,53.9,1,4,4,0,0.3,52,705,13.6,7,
107,Asaad Waseem,Florida Atlantic,American,12,66,699,10.6,5,58.3,1,-7,-7,0,-0.6,67,692,10.3,5,
108,Kenny Johnson*,Pitt,ACC,13,48,695,14.5,5,53.5,2,3,1.5,0,0.2,50,698,14,5,
109,Michael Trigg,Baylor,Big 12,11,50,694,13.9,6,63.1,0,0,,0,0,50,694,13.9,6,
110,Christian Moss*,Kennesaw State,CUSA,14,45,689,15.3,2,49.2,0,0,,0,0,45,689,15.3,2,
111,Ryan Williams,Alabama,SEC,14,49,689,14.1,4,49.2,2,21,10.5,0,1.5,51,710,13.9,4,
112,Leland Smith,San Jose State,MWC,12,43,688,16,3,57.3,0,0,,0,0,43,688,16,3,
113,Deuce Alexander*,Ole Miss,SEC,15,44,684,15.5,2,45.6,19,122,6.4,0,8.1,63,806,12.8,2,
114,Elijah Metcalf*,Southern Mississippi,Sun Belt,13,54,683,12.6,2,52.5,4,26,6.5,0,2,58,709,12.2,2,
115,Charlie Becker*,Indiana,Big Ten,16,34,679,20,4,42.4,0,0,,0,0,34,679,20,4,
116,Cyrus Allen*,Cincinnati,Big 12,13,51,674,13.2,13,51.8,7,20,2.9,0,1.5,58,694,12,13,
117,Reed Harris,Boston College,ACC,12,39,673,17.3,5,56.1,1,-4,-4,0,-0.3,40,669,16.7,5,
118,Jordan Shipp,North Carolina,ACC,12,60,671,11.2,6,55.9,2,8,4,0,0.7,62,679,11,6,
119,Na'eem Abdul-Rahim Gladding*,Old Dominion,Sun Belt,13,51,667,13.1,6,51.3,0,0,,0,0,51,667,13.1,6,
120,Dalton Stroman*,Appalachian State,Sun Belt,13,35,666,19,4,51.2,0,0,,0,0,35,666,19,4,
121,Nick Marsh,Michigan State,Big Ten,12,59,662,11.2,6,55.2,3,11,3.7,0,0.9,62,673,10.9,6,
122,Donovan Faupel,New Mexico State,CUSA,12,61,661,10.8,7,55.1,0,0,,0,0,61,661,10.8,7,
123,Eric Rivers*,Georgia Tech,ACC,13,46,658,14.3,2,50.6,7,56,8,0,4.3,53,714,13.5,2,
124,Andrew Marsh*,Michigan,Big Ten,13,45,651,14.5,4,50.1,2,13,6.5,1,1,47,664,14.1,5,
125,Cole Weaver*,Miami (OH),MAC,14,45,642,14.3,1,45.9,0,0,,0,0,45,642,14.3,1,
126,Josiah Freeman*,Fresno State,MWC,12,52,642,12.3,6,53.5,3,17,5.7,0,1.4,55,659,12,6,
127,Marcel Williams,Akron,MAC,12,45,641,14.2,2,53.4,0,0,,0,0,45,641,14.2,2,
128,Alred Luke*,Missouri State,CUSA,13,43,640,14.9,5,49.2,0,0,,0,0,43,640,14.9,5,
129,Jordan Faison,Notre Dame,Ind,12,49,640,13.1,4,53.3,1,-8,-8,0,-0.7,50,632,12.6,4,
130,Romello Brinson*,SMU,ACC,12,43,638,14.8,3,53.2,1,4,4,0,0.3,44,642,14.6,3,
131,Coy Eakin,Texas Tech,Big 12,14,48,637,13.3,6,45.5,0,0,,0,0,48,637,13.3,6,
132,Yamir Knight*,SMU,ACC,13,54,637,11.8,5,49,1,2,2,0,0.2,55,639,11.6,5,
133,Caullin Lacy*,Louisville,ACC,13,60,635,10.6,2,48.8,15,53,3.5,0,4.1,75,688,9.2,2,
134,Cayden Lee*,Ole Miss,SEC,15,44,635,14.4,3,42.3,0,0,,0,0,44,635,14.4,3,
135,Dae'Quan Wright*,Ole Miss,SEC,15,39,635,16.3,5,42.3,1,2,2,0,0.1,40,637,15.9,5,
136,Jmariyae Robinson*,Missouri State,CUSA,12,44,632,14.4,7,52.7,3,18,6,0,1.5,47,650,13.8,7,
137,Malachi Fields,Notre Dame,Ind,12,36,630,17.5,5,52.5,0,0,,0,0,36,630,17.5,5,
138,Jordan Napier*,San Diego State,MWC,10,48,629,13.1,2,62.9,11,40,3.6,1,4,59,669,11.3,3,
139,Rara Thomas*,Troy,Sun Belt,14,39,629,16.1,5,44.9,6,39,6.5,0,2.8,45,668,14.8,5,
140,Terrell Anderson*,North Carolina State,ACC,13,39,629,16.1,5,48.4,0,0,,0,0,39,629,16.1,5,
141,Omari Kelly,Michigan State,Big Ten,12,47,626,13.3,2,52.2,6,33,5.5,0,2.8,53,659,12.4,2,
142,Landon Ellis,James Madison,Sun Belt,13,36,624,17.3,5,48,0,0,,0,0,36,624,17.3,5,
143,Terrance Carter,Texas Tech,Big 12,13,55,624,11.3,5,48,2,24,12,0,1.8,57,648,11.4,5,
144,Jamari Hawkins*,Memphis,American,13,38,623,16.4,2,47.9,3,14,4.7,0,1.1,41,637,15.5,2,
145,Ashtyn Hawkins,Baylor,Big 12,12,53,621,11.7,0,51.8,0,0,,0,0,53,621,11.7,0,
146,Carsen Ryan*,BYU,Big 12,14,45,620,13.8,3,44.3,0,0,,0,0,45,620,13.8,3,
147,Dallen Bentley*,Utah,Big 12,13,48,620,12.9,6,47.7,0,0,,0,0,48,620,12.9,6,
148,Deion Burks,Oklahoma,SEC,13,57,620,10.9,4,47.7,6,-1,-0.2,0,-0.1,63,619,9.8,4,
149,K.D. Hutchinson*,Western Kentucky,CUSA,13,66,618,9.4,3,47.5,13,88,6.8,2,6.8,79,706,8.9,5,
150,Nyck Harbor,South Carolina,SEC,11,30,618,20.6,6,56.2,1,12,12,0,1.1,31,630,20.3,6,
151,Latrell Caples*,Boise State,MWC,14,51,617,12.1,3,44.1,1,-4,-4,0,-0.3,52,613,11.8,3,
152,Nyziah Hunter*,Nebraska,Big Ten,12,43,617,14.3,5,51.4,1,-3,-3,0,-0.3,44,614,14,5,
153,Jacquon Gibson,Massachusetts,MAC,10,63,616,9.8,0,61.6,9,39,4.3,0,3.9,72,655,9.1,0,
154,Carlos Hernandez*,Wake Forest,ACC,13,40,611,15.3,3,47,1,54,54,1,4.2,41,665,16.2,4,
155,Wondame Davis Jr.,UTEP,CUSA,11,26,610,23.5,6,55.5,0,0,,0,0,26,610,23.5,6,
156,Jaden Barnes*,Appalachian State,Sun Belt,10,55,608,11.1,7,60.8,0,0,,0,0,55,608,11.1,7,
157,Antonio Williams*,Clemson,ACC,10,55,604,11,4,60.4,13,78,6,1,7.8,68,682,10,5,
158,Jeremiah Koger*,South Florida,American,13,38,597,15.7,8,45.9,0,0,,0,0,38,597,15.7,8,
159,Langston Lewis*,Central Michigan,MAC,13,43,596,13.9,3,45.8,8,31,3.9,0,2.4,51,627,12.3,3,
160,Jaron Tibbs,Kansas State,Big 12,12,47,595,12.7,3,49.6,0,0,,0,0,47,595,12.7,3,
161,Javon Robinson,Georgia State,Sun Belt,12,58,595,10.3,4,49.6,4,18,4.5,0,1.5,62,613,9.9,4,
162,Raylen Sharpe,Arkansas,SEC,12,41,592,14.4,3,49.3,6,54,9,0,4.5,47,646,13.7,3,
163,Kole Wilson,Baylor,Big 12,12,44,591,13.4,5,49.3,3,0,0,0,0,47,591,12.6,5,
164,Tony Freeman*,Washington State,Ind,13,54,590,10.9,3,45.4,1,-1,-1,0,-0.1,55,589,10.7,3,
165,Donte Lee Jr.,Liberty,CUSA,12,32,589,18.4,5,49.1,0,0,,0,0,32,589,18.4,5,
166,Donaven McCulley*,Michigan,Big Ten,13,39,588,15.1,3,45.2,2,5,2.5,0,0.4,41,593,14.5,3,
167,Tyler King,New Mexico State,CUSA,8,41,588,14.3,3,73.5,8,18,2.3,0,2.3,49,606,12.4,3,
168,Cade Harris,Air Force,MWC,12,35,584,16.7,2,48.7,61,321,5.3,4,26.8,96,905,9.4,6,
169,Yannick Smith*,East Carolina,American,11,44,583,13.3,5,53,0,0,,0,0,44,583,13.3,5,
170,Kenny Odom,UTEP,CUSA,11,62,582,9.4,6,52.9,13,57,4.4,0,5.2,75,639,8.5,6,
171,Joseph Manjack IV*,Texas Christian,Big 12,13,44,579,13.2,3,44.5,2,-4,-2,0,-0.3,46,575,12.5,3,
172,DT Sheffield,Rutgers,Big Ten,12,44,577,13.1,5,48.1,0,0,,0,0,44,577,13.1,5,
173,Dom Henry,Florida Atlantic,American,12,40,575,14.4,4,47.9,1,8,8,0,0.7,41,583,14.2,4,
174,Chris Marshall*,Boise State,MWC,11,30,574,19.1,2,52.2,0,0,,0,0,30,574,19.1,2,
175,Micahi Danzy,Florida State,ACC,12,27,571,21.1,3,47.6,12,216,18,3,18,39,787,20.2,6,
176,Michael Jackson III,Purdue,Big Ten,12,63,570,9,1,47.5,3,-5,-1.7,0,-0.4,66,565,8.6,1,
177,Jahmal Edrine*,Virginia,ACC,14,46,564,12.3,1,40.3,0,0,,0,0,46,564,12.3,1,
178,Tanook Hines*,USC,Big Ten,13,34,561,16.5,2,43.2,0,0,,0,0,34,561,16.5,2,
179,Dezmen Roebuck*,Washington,Big Ten,13,42,560,13.3,7,43.1,2,10,5,0,0.8,44,570,13,7,
180,Dorian Thomas*,New Mexico,MWC,13,56,560,10,4,43.1,0,0,,0,0,56,560,10,4,
181,Kenyon Sadiq*,Oregon,Big Ten,14,51,560,11,8,40,3,6,2,0,0.4,54,566,10.5,8,
182,CJ Daniels*,Miami (FL),ACC,13,50,557,11.1,7,42.8,0,0,,0,0,50,557,11.1,7,
183,Jeremiah McClellan*,Oregon,Big Ten,15,38,557,14.7,3,37.1,0,0,,0,0,38,557,14.7,3,
184,Brock Spalding*,East Carolina,American,13,42,554,13.2,3,42.6,4,31,7.8,0,2.4,46,585,12.7,3,
185,Trebor Pena*,Penn State,Big Ten,13,49,552,11.3,2,42.5,12,73,6.1,0,5.6,61,625,10.2,2,
186,Carl Chester*,Southern Mississippi,Sun Belt,13,31,551,17.8,6,42.4,0,0,,0,0,31,551,17.8,6,
187,Miles Coleman*,North Texas,American,12,47,550,11.7,2,45.8,2,22,11,1,1.8,49,572,11.7,3,
188,Cam'ron Lacy,Middle Tennessee State,CUSA,12,38,549,14.4,3,45.8,4,21,5.3,0,1.8,42,570,13.6,3,
189,Johntay Cook II,Syracuse,ACC,12,45,549,12.2,2,45.8,1,18,18,0,1.5,46,567,12.3,2,
190,Collin Dixon*,Illinois,Big Ten,13,35,548,15.7,5,42.2,2,5,2.5,0,0.4,37,553,14.9,5,
191,Vandrevius Jacobs,South Carolina,SEC,12,32,548,17.1,4,45.7,0,0,,0,0,32,548,17.1,4,
192,Chris Barnes*,Wake Forest,ACC,11,39,547,14,3,49.7,13,143,11,0,13,52,690,13.3,3,
193,Jalil Farooq,Maryland,Big Ten,12,58,545,9.4,4,45.4,2,8,4,0,0.7,60,553,9.2,4,
194,Sam Roush,Stanford,ACC,12,49,545,11.1,2,45.4,0,0,,0,0,49,545,11.1,2,
195,Cameron Ross*,Virginia,ACC,13,53,543,10.2,2,41.8,1,19,19,1,1.5,54,562,10.4,3,
196,Cam Vaughn,West Virginia,Big 12,12,35,541,15.5,4,45.1,1,3,3,0,0.3,36,544,15.1,4,
197,BJ Hawkins Jr.,UAB,American,12,41,540,13.2,5,45,2,37,18.5,1,3.1,43,577,13.4,6,
198,Kendrick Law,Kentucky,SEC,12,53,540,10.2,3,45,8,53,6.6,0,4.4,61,593,9.7,3,
199,Bryant Wesco Jr.*,Clemson,ACC,7,31,537,17.3,6,76.7,1,4,4,0,0.6,32,541,16.9,6,
200,Shelton Sampson*,Louisiana,Sun Belt,10,32,537,16.8,6,53.7,0,0,,0,0,32,537,16.8,6,
201,Kwazi Gilmer,UCLA,Big Ten,12,50,535,10.7,4,44.6,0,0,,0,0,50,535,10.7,4,
202,Eric Singleton Jr.,Auburn,SEC,12,58,534,9.2,3,44.5,14,61,4.4,0,5.1,72,595,8.3,3,
203,Jaren Kanak,Oklahoma,SEC,13,44,533,12.1,0,41,0,0,,0,0,44,533,12.1,0,
204,Barion Brown*,LSU,SEC,13,53,532,10,1,40.9,3,33,11,0,2.5,56,565,10.1,1,
205,DeAndre Moore Jr.*,Texas,SEC,11,38,532,14,4,48.4,0,0,,0,0,38,532,14,4,
206,Gavin Harris,New Mexico State,CUSA,12,37,531,14.4,1,44.3,0,0,,0,0,37,531,14.4,1,
207,Octavian Smith Jr.,Maryland,Big Ten,12,43,529,12.3,0,44.1,4,22,5.5,0,1.8,47,551,11.7,0,
208,AJ Wilson*,UTSA,American,13,31,528,17,4,40.6,0,0,,0,0,31,528,17,4,
209,Brody Foley,Tulsa,American,11,37,528,14.3,7,48,5,12,2.4,2,1.1,42,540,12.9,9,
210,Duane Thomas Jr.,UCF,Big 12,12,53,528,10,0,44,14,45,3.2,0,3.8,67,573,8.6,0,
211,Brett Eskildsen,Iowa State,Big 12,12,30,526,17.5,5,43.8,0,0,,0,0,30,526,17.5,5,
212,Israel Polk,Akron,MAC,12,33,525,15.9,8,43.8,1,0,0,0,0,34,525,15.4,8,
213,Anthony Brown,Tulane,American,14,41,523,12.8,2,37.4,5,25,5,0,1.8,46,548,11.9,2,
214,Dylan Wade,UCF,Big 12,11,43,523,12.2,5,47.5,0,0,,0,0,43,523,12.2,5,
215,Malik Rutherford*,Georgia Tech,ACC,12,46,523,11.4,3,43.6,7,45,6.4,0,3.8,53,568,10.7,3,
216,Hayden Eligon II*,Northwestern,Big Ten,12,37,521,14.1,3,43.4,0,0,,0,0,37,521,14.1,3,
217,Rohan Jones,Arkansas,SEC,12,19,519,27.3,4,43.3,2,10,5,1,0.8,21,529,25.2,5,
218,Donovan Brown*,San Diego State,MWC,13,33,518,15.7,2,39.8,3,8,2.7,0,0.6,36,526,14.6,2,
219,Myles Butler,Middle Tennessee State,CUSA,12,52,518,10,2,43.2,2,-21,-10.5,0,-1.8,54,497,9.2,2,
220,Ayden Greene,Virginia Tech,ACC,11,31,516,16.6,3,46.9,0,0,,0,0,31,516,16.6,3,
221,Parker Livingstone*,Texas,SEC,13,29,516,17.8,6,39.7,0,0,,0,0,29,516,17.8,6,
222,Omari Hayes,Tulane,American,14,39,515,13.2,1,36.8,0,0,,0,0,39,515,13.2,1,
223,Troy Omeire*,Nevada-Las Vegas,MWC,14,31,514,16.6,5,36.7,0,0,,0,0,31,514,16.6,5,
224,DJ Epps*,Troy,Sun Belt,14,47,512,10.9,5,36.6,4,17,4.3,0,1.2,51,529,10.4,5,
225,Vernell Brown III,Florida,SEC,10,40,512,12.8,0,51.2,1,14,14,0,1.4,41,526,12.8,0,
226,Isaiah Horton,Alabama,SEC,15,42,511,12.2,8,34.1,0,0,,0,0,42,511,12.2,8,
227,Jamari Johnson*,Oregon,Big Ten,15,32,510,15.9,3,34,0,0,,0,0,32,510,15.9,3,
228,Nick Devereaux,Eastern Michigan,MAC,12,34,510,15,7,42.5,0,0,,0,0,34,510,15,7,
229,Cade Wolford,Kent State,MAC,12,19,509,26.8,7,42.4,12,96,8,1,8,31,605,19.5,8,
230,Sean Brown,Charlotte,American,12,36,508,14.1,1,42.3,0,0,,0,0,36,508,14.1,1,
231,Shamir Hagans*,Duke,ACC,14,43,508,11.8,6,36.3,0,0,,0,0,43,508,11.8,6,
232,DaShawn Martin,Kent State,MAC,11,33,507,15.4,4,46.1,0,0,,0,0,33,507,15.4,4,
233,Dalen Cobb*,Georgia Southern,Sun Belt,12,57,506,8.9,3,42.2,15,47,3.1,1,3.9,72,553,7.7,4,
234,Darrell Gill Jr.,Syracuse,ACC,12,32,506,15.8,5,42.2,1,1,1,0,0.1,33,507,15.4,5,
235,DeAree Rogers,Northern Illinois,MAC,12,46,506,11,3,42.2,4,43,10.8,0,3.6,50,549,11,3,
236,Jeremiah Franklin,Boston College,ACC,12,49,506,10.3,2,42.2,0,0,,0,0,49,506,10.3,2,
237,Hunter Summers*,Arkansas State,Sun Belt,13,44,505,11.5,4,38.8,0,0,,0,0,44,505,11.5,4,
238,Ashton Bethel-Roman,Texas A&M,SEC,13,24,503,21,5,38.7,0,0,,0,0,24,503,21,5,
239,Devonte Ross*,Penn State,Big Ten,13,36,501,13.9,5,38.5,1,7,7,0,0.5,37,508,13.7,5,
240,Chase Sowell,Iowa State,Big 12,12,32,500,15.6,2,41.7,0,0,,0,0,32,500,15.6,2,
241,Jojo Bermudez,Temple,American,12,38,500,13.2,4,41.7,6,-1,-0.2,0,-0.1,44,499,11.3,4,
242,Nick DeGennaro,James Madison,Sun Belt,14,28,500,17.9,5,35.7,1,5,5,0,0.4,29,505,17.4,5,
243,Nitro Tuggle,Purdue,Big Ten,12,34,500,14.7,4,41.7,0,0,,0,0,34,500,14.7,4,
244,Tray Taylor*,Troy,Sun Belt,14,30,499,16.6,3,35.6,10,52,5.2,1,3.7,40,551,13.8,4,
245,Dakorien Moore*,Oregon,Big Ten,11,34,497,14.6,3,45.2,4,49,12.3,1,4.5,38,546,14.4,4,
246,Mudia Reuben*,South Florida,American,11,36,495,13.8,5,45,0,0,,0,0,36,495,13.8,5,
247,Javin Whatley*,Arizona,Big 12,13,41,490,12,5,37.7,8,36,4.5,1,2.8,49,526,10.7,6,
248,Joseph Williams,Colorado,Big 12,10,37,489,13.2,4,48.9,0,0,,0,0,37,489,13.2,4,
249,Justin Joly*,North Carolina State,ACC,12,49,489,10,7,40.8,0,0,,0,0,49,489,10,7,
250,Kajiya Hollawayne,Temple,American,12,39,489,12.5,6,40.8,0,0,,0,0,39,489,12.5,6,
251,Moussa Barry*,Western Kentucky,CUSA,13,34,488,14.4,1,37.5,0,0,,0,0,34,488,14.4,1,
252,Zavion Thomas*,LSU,SEC,13,41,488,11.9,4,37.5,19,99,5.2,1,7.6,60,587,9.8,5,
253,Caleb Goodie*,Cincinnati,Big 12,12,29,484,16.7,2,40.3,0,0,,0,0,29,484,16.7,2,
254,Jacory Barney Jr.*,Nebraska,Big Ten,13,45,484,10.8,5,37.2,5,20,4,0,1.5,50,504,10.1,5,
255,Lemeke Brockington*,Minnesota,Big Ten,12,46,484,10.5,4,40.3,3,8,2.7,1,0.7,49,492,10,5,
256,Peter Clarke,Temple,American,12,30,483,16.1,6,40.3,0,0,,0,0,30,483,16.1,6,
257,Eli Raridon,Notre Dame,Ind,12,32,482,15.1,0,40.2,0,0,,0,0,32,482,15.1,0,
258,Gavin Freeman,Oklahoma State,Big 12,12,53,481,9.1,4,40.1,12,48,4,0,4,65,529,8.1,4,
259,Kyan Mason,Akron,MAC,12,33,481,14.6,5,40.1,1,-1,-1,0,-0.1,34,480,14.1,5,
260,Isiah Canion*,Georgia Tech,ACC,12,33,480,14.5,4,40,0,0,,0,0,33,480,14.5,4,
261,Jeff Caldwell*,Cincinnati,Big 12,13,32,478,14.9,6,36.8,0,0,,0,0,32,478,14.9,6,
262,Tailique Williams*,Western Michigan,MAC,14,35,478,13.7,2,34.1,12,84,7,1,6,47,562,12,3,
263,Cam Pickett,Kansas,Big 12,12,45,476,10.6,3,39.7,2,20,10,0,1.7,47,496,10.6,3,
264,Nahzae Cox,Middle Tennessee State,CUSA,11,40,473,11.8,5,43,0,0,,0,0,40,473,11.8,5,
265,Daejon Reynolds*,Nevada-Las Vegas,MWC,14,33,471,14.3,5,33.6,0,-7,,0,-0.5,33,464,14.1,5,
266,Chris Durr,Wyoming,MWC,11,45,469,10.4,4,42.6,2,12,6,0,1.1,47,481,10.2,4,
267,Chas Nimrod*,South Florida,American,7,23,466,20.3,3,66.6,0,0,,0,0,23,466,20.3,3,
268,David Wells Jr.,Oregon State,Ind,11,44,466,10.6,4,42.4,4,37,9.3,1,3.4,48,503,10.5,5,
269,Jyrin Johnson,Bowling Green,MAC,12,37,466,12.6,2,38.8,0,0,,0,0,37,466,12.6,2,
270,Tristian Gardner*,Missouri State,CUSA,12,30,465,15.5,6,38.8,0,0,,0,0,30,465,15.5,6,
271,Ronnel Johnson*,Missouri State,CUSA,13,35,463,13.2,2,35.6,1,38,38,0,2.9,36,501,13.9,2,
272,Chris Reed,Sam Houston,CUSA,12,30,460,15.3,5,38.3,0,0,,0,0,30,460,15.3,5,
273,Malcolm Simmons,Auburn,SEC,12,25,457,18.3,2,38.1,4,42,10.5,1,3.5,29,499,17.2,3,
274,Bryce Farrell,Stanford,ACC,12,29,455,15.7,2,37.9,5,20,4,0,1.7,34,475,14,2,
275,Reymello Murphy*,Connecticut,Ind,13,40,455,11.4,3,35,0,0,,0,0,40,455,11.4,3,
276,Hudson Clement*,Illinois,Big Ten,13,36,454,12.6,3,34.9,0,0,,0,0,36,454,12.6,3,
277,Javon Tracy*,Minnesota,Big Ten,13,37,454,12.3,6,34.9,1,15,15,0,1.2,38,469,12.3,6,
278,Jeremiah Hasley*,Duke,ACC,14,40,454,11.4,6,32.4,0,0,,0,0,40,454,11.4,6,
279,Dane Key*,Nebraska,Big Ten,13,39,452,11.6,5,34.8,0,0,,0,0,39,452,11.6,5,
280,Boden Groen,Kansas,Big 12,12,36,450,12.5,5,37.5,0,0,,0,0,36,450,12.5,5,
281,Lake McRee*,USC,Big Ten,12,30,450,15,4,37.5,0,0,,0,0,30,450,15,4,
282,Landon Sides*,North Texas,American,13,34,449,13.2,1,34.5,0,0,,0,0,34,449,13.2,1,
283,Davion Dozier*,Appalachian State,Sun Belt,9,20,448,22.4,5,49.8,0,0,,0,0,20,448,22.4,5,
284,Max Klare,Ohio State,Big Ten,14,43,448,10.4,2,32,0,0,,0,0,43,448,10.4,2,
285,Tychaun Chapman*,Southern Mississippi,Sun Belt,13,25,448,17.9,3,34.5,1,12,12,0,0.9,26,460,17.7,3,
286,Benjamin Brahmer,Iowa State,Big 12,12,37,446,12.1,6,37.2,1,-2,-2,0,-0.2,38,444,11.7,6,
287,Ramone Green Jr.*,Missouri State,CUSA,13,29,446,15.4,3,34.3,52,278,5.3,1,21.4,81,724,8.9,4,
288,Eli Finley*,Louisiana Tech,CUSA,13,38,444,11.7,0,34.2,0,0,,0,0,38,444,11.7,0,
289,David Amador II*,UTSA,American,11,45,443,9.8,4,40.3,3,0,0,0,0,48,443,9.2,4,
